Dataset,Code,Project,sha,CWE,Severity,Year,owner,project,Date,Message,sha-p,Language,Score
VULAS,CVE-2017-14063,https://github.com/AsyncHttpClient/async-http-client,eb9e3347e45319be494db24d285a2aee4396f5d3,CWE-20,MEDIUM,2017,AsyncHttpClient,async-http-client,8/28/17 8:50,"Don't be tricked by anchors containing a question mark, close #1455

Motivation:

AHC can be tricked into connecting to a different host.

Modification:

* Make sure we don’t interpret `?` in the anchor as the beginning of
the query and the end of the path.
* Update tests to check org.asynchttpclient.uri.Uri returns the same
results as java.net.URI.

Result:

AHC no longer tricked by anchors containing question mark.",62b5a1d2307dc9be5734a9e7adb43471a1a972e2,java,5
VULAS,CVE-2017-15717,https://github.com/apache/sling-org-apache-sling-xss,ec6764d165abc4df8cffd8439761bb2228887db9,CWE-79,MEDIUM,2017,apache,sling-org-apache-sling-xss,12/28/17 12:58,"SLING-7323 - Optimise URL handling

* added better decoding for URLs",11011d55eb929415b781c1bd79a11bb8d0f599e8,java,4.3
VULAS,CVE-2018-8037,https://github.com/apache/tomcat,ed4b9d791f9470e4c3de691dd0153a9ce431701b,CWE-362,MEDIUM,2018,apache,tomcat,6/20/18 11:27,"Improve tracking of connection closure.

git-svn-id: https://svn.apache.org/repos/asf/tomcat/trunk@1833906 13f79535-47bb-0310-9956-ffa450edef68",332877b4a6bc1d6fff287bc380111db28cea3030,java,4.3
VULAS,CVE-2016-1181,https://github.com/kawasima/struts1-forever,eda3a79907ed8fcb0387a0496d0cb14332f250e8,INS-INFO,MEDIUM,2016,kawasima,struts1-forever,6/8/16 2:38,Fixed CVE-2016-1181 and CVE-2016-1182,fdd9eb8f94ca75eb9effac9602b9d4ee0cb904b5,java,6.8
VULAS,CVE-2013-1777,https://github.com/apache/geronimo,ee031c5e62b0d358250d06c2aa6722518579a6c5,CWE-94,HIGH,2013,apache,geronimo,3/19/13 3:43,"set better classloader for jmx

git-svn-id: https://svn.apache.org/repos/asf/geronimo/server/branches/3.0@1458113 13f79535-47bb-0310-9956-ffa450edef68",67b5e07bf00e01e690e825ee5674666e85e7e204,java,10
VULAS,CVE-2016-7051,https://github.com/FasterXML/jackson-dataformat-xml,eeff2c312e9d4caa8c9f27b8f740c7529d00524a,CWE-611,MEDIUM,2016,FasterXML,jackson-dataformat-xml,9/27/16 3:11,prepare for 2.7.8,48759e9822db9d7cbdf69faf519836e4c92ab5b1,java,5
VULAS,CVE-2018-15531,https://github.com/javamelody/javamelody,ef111822562d0b9365bd3e671a75b65bd0613353,CWE-611,HIGH,2018,javamelody,javamelody,9/4/18 6:31,fix for security,00dd8d51a6483cb3a5b4c8ae9c24197028401c58,java,7.5
VULAS,CVE-2018-1256,https://github.com/pivotal-cf/spring-cloud-sso-connector,ef647a2acf2363c6018e8543d665ac8862593372,INS-INFO,MEDIUM,2018,pivotal-cf,spring-cloud-sso-connector,4/24/18 23:03,"Revert commit c594317337457a7f19166244f6acc66b476be856

* Above commit creates a regression for when we make the Issuer check
without binding to a SSO service

[#157069100]

Signed-off-by: Alex Jackson <ajackson@pivotal.io>",9531430217eb95f9c70e1728d0213b605ffbaa2c,java,6.8
VULAS,CVE-2018-1999045,https://github.com/jenkinsci/jenkins,ef9583a24abc4de157e1570cb32d7a273d327f36,CWE-287,MEDIUM,2018,jenkinsci,jenkins,7/31/18 22:58,[SECURITY-996],e5046911c57e60a1d6d8aca9b21bd9093b0f3763,java,5.5
VULAS,CVE-2018-11784,https://github.com/apache/tomcat,efb860b3ff8ebcf606199b8d0d432f76898040da,CWE-601,MEDIUM,2018,apache,tomcat,9/4/18 18:19,"When generating a redirect to a directory in the Default Servlet, avoid generating a protocol relative redirect.

git-svn-id: https://svn.apache.org/repos/asf/tomcat/trunk@1840055 13f79535-47bb-0310-9956-ffa450edef68",94155efccd19fc3338433c63cfa5430e2d1ae00a,java,4.3
VULAS,CVE-2016-2192,https://github.com/tada/pljava,f0a41359ede67335c5ef3fe73a9f10da96d71760,CWE-284,MEDIUM,2016,tada,pljava,3/19/16 23:47,"Merge branch 'bug/REL1_5_STABLE/typmapchk' into REL1_5_STABLE

Addresses CVE-2016-2192.",a27f51704c019880178af9776e76810cf9d82b5c,java,4
VULAS,CVE-2016-3720,https://github.com/FasterXML/jackson-dataformat-xml,f0f19a4c924d9db9a1e2830434061c8640092cc0,INS-INFO,HIGH,2016,FasterXML,jackson-dataformat-xml,4/15/16 5:11,Fix #190,c2ccf8d4eb1c9ae3372dd0e689c4fe34a8c65a00,java,7.5
VULAS,CVE-2014-3678,https://github.com/jenkinsci/monitoring-plugin,f0f6aeef2032696c97d4b015dd51fa2b841b0473,CWE-79,MEDIUM,2014,jenkinsci,monitoring-plugin,10/1/14 21:03,"[FIXED SECURITY-113]

Fixed XSS vulnerabilities and failure to check admin permission",f574a976b9cb4c3aad7f8af5e7f1eaa12f6bd548,java,4.3
VULAS,CVE-2016-3081,https://github.com/apache/struts,f238cf4f1091be19fbcfd086b042c86a1bcaa7fc,CWE-77,HIGH,2016,apache,struts,4/18/16 18:38,Uses isSequence flag to block chained expressions,016b8eedd5ca47fce95e2a16069e640e3842906d,java,9.3
VULAS,CVE-2017-2638,https://github.com/infinispan/infinispan,f2d54c4ecb75c7264d4160ca7c461135712201a9,CWE-287,MEDIUM,2017,infinispan,infinispan,3/3/17 10:57,"ISPN-7485 Restore REST authentication

- support BASIC authentication
- works with the server's SecurityRealms instead of SecurityDomin
- drops support for some attributes (virtual-server, security-mode)",f727ba69f26e068801b7811cab3a307f9578d9bc,java,6.4
VULAS,CVE-2017-5929,https://github.com/qos-ch/logback,f46044b805bca91efe5fd6afe52257cd02f775f8,CWE-502,HIGH,2017,qos-ch,logback,2/7/17 22:12,harden serialization,909afb9d677cbe35c5f92c4f802e6d6c30f85da3,java,7.5
VULAS,SPR-7779,https://github.com/spring-projects/spring-framework,f4a2282d9d9f6e58029022c58311a1db07f7defc,,,2011,spring-projects,spring-framework,1/26/11 20:30,LocaleChangeInterceptor validates locale values in order to prevent XSS vulnerability (SPR-7779),b3f039ae5f0b54a325cdb23f6720e5002b054cee,java,
VULAS,CVE-2012-6119,https://github.com/candlepin/candlepin,f4d93230e58b969c506b4c9778e04482a059b08c,CWE-264,LOW,2012,candlepin,candlepin,12/19/12 19:19,"835977: Re-enable manifest signature checking.

The production/stage public candlepin certificate is now packaged in the
RPM. This is flagged as a config file but *without* noreplace, so any
deployment using their own upstream cert (we don't think there are any)
will have to restore it from the rpmsave file that results after a
candlepin rpm upgrade. This was done because we expect this to be the
desired behavior, there is no known usecase for using your own
upstream cert at this time.",9cd5d7020f813b4f12c672ed075c4d6c63e49a70,java,2.1
VULAS,CVE-2018-1000109,https://github.com/jenkinsci/google-play-android-publisher-plugin,f81b058289caf3332ae40d599a36a3665b1fa13c,CWE-863,MEDIUM,2018,jenkinsci,google-play-android-publisher-plugin,2/3/18 13:02,"[FIXED SECURITY-715] Guard credential enumeration with permission check.

Previously, users who were not allowed to read credentials, or job
configs, could list the available Google OAuth credentials in the
system, and validate whether the credentials were valid.",ca8abcc23c29625996c70fa7e53eb69dafa9f527,java,4
VULAS,CVE-2018-1000008,https://github.com/jenkinsci/pmd-plugin,f88399a021c22e30cb8fbac5200471d69f1b6224,CWE-611,MEDIUM,2018,jenkinsci,pmd-plugin,1/4/18 16:33,[SECURITY-655] Do not resolve external entities.,4443efe03bbc96a910bde544c462b2eb1b547dbb,java,6.5
VULAS,CVE-2018-1259,https://github.com/SvenEwald/xmlbeam,f8e943f44961c14cf1316deb56280f7878702ee1,CWE-611,MEDIUM,2018,SvenEwald,xmlbeam,4/11/18 16:05,Security fixes,e570eadb1526f0ccb764f3783d74c8f21b2691b2,java,5
VULAS,CVE-2014-0109,https://github.com/apache/cxf,f8ed98e684c1a67a77ae8726db05a04a4978a445,CWE-399,MEDIUM,2014,apache,cxf,2/19/14 17:17,Update StaxInInterceptor to just create a html error message on the client side as the normal error handling works best on server side.,3158ccb445fbec6ca408c22b4e32ab054ab792b4,java,4.3
VULAS,CVE-2017-5653,https://github.com/apache/cxf,fade9b81dabe27f864ca38e7b40f28fb44d6f165,CWE-295,MEDIUM,2017,apache,cxf,3/27/17 21:10,Finalizing XmlSecInInterceptor updates,d3b88b5f4090b75273697d8ba7c79e281aba305e,java,5
VULAS,CVE-2013-1880,https://github.com/apache/activemq,fafd12dfd4f71336f8e32c090d40ed1445959b40,CWE-79,MEDIUM,2013,apache,activemq,3/21/13 13:25,"https://issues.apache.org/jira/browse/AMQ-4398 - sanitize header in stock portfolio servlet

git-svn-id: https://svn.apache.org/repos/asf/activemq/trunk@1459301 13f79535-47bb-0310-9956-ffa450edef68",148ca81dcd8f14cfe2ff37012fd1aa42518f02dc,java,4.3
VULAS,CVE-2014-2064,https://github.com/jenkinsci/jenkins,fbf96734470caba9364f04e0b77b0bae7293a1ec,CWE-200,MEDIUM,2014,jenkinsci,jenkins,2/7/14 20:18,[FIXED SECURITY-79] Prevent (private security realm) usernames from being guessed.,a0b00508eeb74d7033dc4100eb382df4e8fa72e7,java,5
VULAS,CVE-2016-2162,https://github.com/apache/struts,fc2179cf1ac9fbfb61e3430fa88b641d87253327,CWE-79,MEDIUM,2016,apache,struts,3/11/16 10:03,Narrows possible locale to those from available locales,3c68a3def6f85570ee5a931f82e5d53f442f0928,java,4.3
VULAS,CVE-2018-11248,https://github.com/lingochamp/FileDownloader,ff240b883490a84744705f9b4165719d7633f902,CWE-22,HIGH,2018,lingochamp,FileDownloader,5/18/18 6:01,"chore: fix typo on the directory traversal vulnerability message
refs #1028",e8dd7724c9243b21181eb3d27a1715ed811ccfde,java,7.5
VULAS,CVE-2016-4977,https://github.com/spring-projects/spring-security-oauth,fff77d3fea477b566bcacfbfc95f85821a2bdc2d,CWE-19,MEDIUM,2016,spring-projects,spring-security-oauth,3/12/16 10:07,"Prevent recursive placeholders in whitelabel views

This change prevents placeholders in model values from being
recursively replaced (which is a feature of the placeholder
utilities in Spring Core), so that user-provided data
(e.g. an invalid response_type or a leaky exception message)
cannot be used to inject SpEL into the view.

N.B. this only affects apps that are using the whitelabel views
for approval and error pages (i.e. probably nothing in
production).",4f01e4a950e6fd61d9e34981a6acbb5eb513577a,java,6.5
VULAS-M,CVE-2016-6795,https://github.com/apache/struts,030ffa33543f8953306ed0c0dc815c7fb74d7129,CWE-22,HIGH,2016,apache,struts,8/17/16 13:35,Disables params evaluation when creating results by convention,77017cd677c209324a9253f005246eba606d80d4,java,7.5
VULAS-M,CVE-2013-4590,https://github.com/apache/tomcat,05c84ff8304a69a30b251f207a7b93c2c882564d,CWE-200,MEDIUM,2013,apache,tomcat,12/9/13 10:01,"Add an option to the Context to control the blocking of XML external entities when parsing XML configuration files and enable this blocking by default. The block is implemented via a custom resolver to enable the logging of any blocked entities.

git-svn-id: https://svn.apache.org/repos/asf/tomcat/trunk@1549528 13f79535-47bb-0310-9956-ffa450edef68",70dc3b279f7c99136c2c51bce8812508b4893c8b,java,4.3
VULAS-M,CVE-2016-6817,https://github.com/apache/tomcat,079372fc7bac8e2e378942715c9ce26a4a72c07a,CWE-119,MEDIUM,2016,apache,tomcat,10/20/16 10:07,"Fix https://bz.apache.org/bugzilla/show_bug.cgi?id=60232

The header read buffer needs to be at least the size of the largest
header.

git-svn-id: https://svn.apache.org/repos/asf/tomcat/trunk@1765794 13f79535-47bb-0310-9956-ffa450edef68",e4bdc8ab50b13ffe66ecdf242db5a83199f4dad1,java,5
VULAS-M,CVE-2016-5016,https://github.com/cloudfoundry/uaa,0a78612f981c541ad2d997e6a365f2a0b3e799d9,CWE-295,MEDIUM,2016,cloudfoundry,uaa,7/14/16 22:47,"Wrap trustmanager in custom trustmanager

Signed-off-by: Priyata Agrawal <pagrawal@pivotal.io>",ddae2a131ab505ddf079a7db4289205098373244,java,4.3
VULAS-M,CVE-2016-8735,https://github.com/apache/tomcat,0e83ad3e547fc9a75a258799ef581249b40a82a6,CWE-284,HIGH,2016,apache,tomcat,11/2/16 11:57,"Explicitly configure allowed credential types

git-svn-id: https://svn.apache.org/repos/asf/tomcat/trunk@1767644 13f79535-47bb-0310-9956-ffa450edef68",b0715ef477d7e05c202eb27d93b8e146a61f2a34,java,7.5
VULAS-M,CVE-2018-1000180,https://github.com/bcgit/bc-java,22467b6e8fe19717ecdf201c0cf91bacf04a55ad,CWE-327,MEDIUM,2018,bcgit,bc-java,4/22/18 22:14,BJA-694 minor tweak to avoid method signature change,49883825258f8111cfa8fe980223e52996604fa5,java,5
VULAS-M,CVE-2016-0734,https://github.com/apache/activemq,24ad36778534c5ac888f880837075449169578ad,CWE-254,MEDIUM,2016,apache,activemq,2/12/16 19:43,"https://issues.apache.org/jira/browse/AMQ-6170

Fixing X-Frame-Options header so that is applied for all content served
by Jetty.  The previous patch wasn't correct because it only applied it
to Servlets and JSPs and not static content. This also reverts AMQ-6113",b595b8bc12cf58314fb131128184fec92e7d2509,java,4.3
VULAS-M,CVE-2015-6644,https://github.com/bcgit/bc-java,25aca54734b861ef109ac4943c4a5f98c0c1b885,CWE-200,MEDIUM,2015,bcgit,bc-java,1/14/16 17:37,"last block on J0, counter needs to reflect maxlen(p)",b114daa41aa8659bfdb4a1b53f403c2c237d55ca,java,4.3
VULAS-M,CVE-2016-4436,https://github.com/apache/struts,27ca165ddbf81c84bafbd083b99a18d89cc49ca7,Design Error,HIGH,2016,apache,struts,5/12/16 13:36,Throws away methods that doesn't match pattern,8b688cc38d589c787c091a2c7c3574e5c3619484,java,7.5
VULAS-M,CVE-2016-6797,https://github.com/apache/tomcat,2859ac3eae132383cb6f3f2042e25d7a4a281b0d,CWE-284,MEDIUM,2016,apache,tomcat,8/22/16 20:48,"When adding and removing ResourceLinks dynamically, ensure
that the global resource is only visible via the
ResourceLinkFactory when it is meant to be.

git-svn-id: https://svn.apache.org/repos/asf/tomcat/trunk@1757271 13f79535-47bb-0310-9956-ffa450edef68",457e2dc2c764e0f3c8ccdd7bd320a1f4bfded7a6,java,5
VULAS-M,CVE-2017-9735,https://github.com/eclipse/jetty.project,2baa1abe4b1c380a30deacca1ed367466a1a62ea,CWE-200,MEDIUM,2017,eclipse,jetty.project,5/18/17 19:09,"Issue #1556 - A timing channel in Password.java.

Improved logic to avoid timing attacks:
now the password length cannot be inferred.",b1b94d870e0c8ac8d6fb9356ea4c455ddb56c20c,java,5
VULAS-M,CVE-2015-5211,https://github.com/spring-projects/spring-framework,2bd1daa75ee0b8ec33608ca6ab065ef3e1815543,CWE-20,HIGH,2015,spring-projects,spring-framework,10/5/15 1:25,"Protect against RFD exploits

Issue: SPR-13548",161fd986566b12fc6eb776cd5e48e3fdb9910e72,java,9.3
VULAS-M,CVE-2016-3092,https://github.com/apache/tomcat,2c3553f3681baf775c50bb0b49ea61cb44ea914f,CWE-20,HIGH,2016,apache,tomcat,5/13/16 18:50,"Update internal fork of Commons File Upload

git-svn-id: https://svn.apache.org/repos/asf/tomcat/tc8.5.x/trunk@1743722 13f79535-47bb-0310-9956-ffa450edef68",250eb500207a921c204b3cf641c2aba7a1bba69e,java,7.8
VULAS-M,CVE-2015-5174,https://github.com/apache/tomcat80,2fc9d03ffbc3fe7eabfd272380807ac0ddcf748d,CWE-22,MEDIUM,2015,apache,tomcat80,8/17/15 14:10,"Fix Javadoc
Separate test cases into separate test methods and add some additional tests.
Clean up the code and fix a couple of edge cases

git-svn-id: https://svn.apache.org/repos/asf/tomcat/tc8.0.x/trunk@1696281 13f79535-47bb-0310-9956-ffa450edef68",53cdc8d6752584b54159fe8a48aaf1a8ef7155e2,java,4
VULAS-M,CVE-2009-3555,https://github.com/apache/tomcat,30af3f5630542a2340781f66553e734a6fd69701,CWE-310,MEDIUM,2009,apache,tomcat,11/19/09 22:06,"Improve workaround for CVE-2009-3555
On the plus side, it doesn't rely on an async event to close the connection
On the down side, I haven't yet found a way to log client initiated handshakes before they get closed

git-svn-id: https://svn.apache.org/repos/asf/tomcat/trunk@882320 13f79535-47bb-0310-9956-ffa450edef68",760f24921fe95d05586b43586ca19e4585d8b7f5,java,5.8
VULAS-M,CVE-2015-7559,https://github.com/apache/activemq,338a74dfa42a7b19d39adecacfa5f626a050e807,CWE-20,MEDIUM,2015,apache,activemq,10/18/16 10:04,https://issues.apache.org/jira/browse/AMQ-6470 - Remove unused ControlCommand handling in client,c1157fe1f007ee2344a7f0badefa0794c98817cd,java,4
VULAS-M,CVE-2017-8045,https://github.com/spring-projects/spring-amqp,36e55998f6352ba3498be950ccab1d5f4d0ce655,CWE-502,HIGH,2017,spring-projects,spring-amqp,9/6/17 15:14,"AMQP-766: Deserialization in Message.toString()

JIRA: https://jira.spring.io/browse/AMQP-766

Add white list for classes/packages that can be deserialized in Message.toString().

__cherry-pick to 1.7.x, 1.6.x, 1.5.x__

* Polishing - checkstyle and PR Comments",06bc198194c1cce731e20e88e778744db6d9a6f6,java,7.5
VULAS-M,CVE-2013-7398,https://github.com/AsyncHttpClient/async-http-client,3c9152e2c75f7e8b654beec40383748a14c6b51b,CWE-345,MEDIUM,2013,AsyncHttpClient,async-http-client,3/30/14 15:43,"Merge pull request #510 from wsargent/fix-197

Fix for #197 -- use a hostname verifier that does hostname verification",c9b5391e94cb5c81476d8d154d8b02d06f7804ff,java,4.3
VULAS-M,CVE-2009-2693,https://github.com/apache/tomcat,3e1010b1a2f648581fac3d68afbf18f2979f6bf6,CWE-22,MEDIUM,2009,apache,tomcat,12/21/09 12:25,"Various related (un)deploy improvements including:
 - better handling of failed (un)deployment
 - adding checking for valid zip file entries that don't make sense in a WAR file
 - improved validation of WAR file names
 - make sure error messages match the action
 - the return from File.getCanonicalPath() may or may not return a final separator for directories

This fixes CVE-2009-2693, CVE-2009-2901 & CVE-2009-2902

git-svn-id: https://svn.apache.org/repos/asf/tomcat/trunk@892795 13f79535-47bb-0310-9956-ffa450edef68",bb09002e33c817791185285d492a092a3c568117,java,5.8
VULAS-M,CVE-2017-1000390,https://github.com/jenkinsci/tikal-multijob-plugin,3e6ab85019334a5b2a438264afdebe439cfc82b4,CWE-732,MEDIUM,2017,jenkinsci,tikal-multijob-plugin,7/22/17 15:55,JENKINS-36333 - Attach permission to Job.Build,9d8bd650c5d8e1dd9447e88c0d7659a2e7f8e9f3,java,4
VULAS-M,CVE-2015-2080,https://github.com/eclipse/jetty.project,3e7b5f0fa918633ec24bd1bc23d6ee76d32c7729,CWE-200,MEDIUM,2015,eclipse,jetty.project,2/23/15 21:57,"460642 - HttpParser error 400 can expose previous buffer contents in HTTP status reason message

+ Simplifying behavior",b69b8dfe504943b20f86b56233dc791a8081712e,java,5
VULAS-M,CVE-2010-4476,https://github.com/apache/tomcat,407841c426dc52a4c6b8ccd297df6c484a540056,INS-INFO,MEDIUM,2010,apache,tomcat,2/1/11 22:12,"Improve HTTP specification compliance
This works-around the Oracle JVM bug that triggers a DoS. CVE-2010-4476.

git-svn-id: https://svn.apache.org/repos/asf/tomcat/trunk@1066244 13f79535-47bb-0310-9956-ffa450edef68",008447095ce8c3a8f713093d5e618f3f06f94ea8,java,5
VULAS-M,CVE-2016-8747,https://github.com/apache/tomcat,452c8094a665ef6375530e81c033da4eeb2e4865,CWE-200,MEDIUM,2016,apache,tomcat,12/14/16 10:09,"Fix intermittent test failure spotted during some refactoring.

git-svn-id: https://svn.apache.org/repos/asf/tomcat/trunk@1774161 13f79535-47bb-0310-9956-ffa450edef68",d61ebedc7e6d98bb9e60601afe4e5401266b72c9,java,5
VULAS-M,CVE-2016-3084,https://github.com/cloudfoundry/uaa,460627ed419e4227b10ff121248b3ffc009011a9,CWE-264,MEDIUM,2016,cloudfoundry,uaa,5/3/16 15:46,Improve reset password experience,08c0e1fc8dbe5168144c4ffa26ee99dee1dd20f7,java,4.3
VULAS-M,AMQP-590,https://github.com/spring-projects/spring-amqp,462dcb6f1f93d54923daffb9729c1c8519576c08,,,2016,spring-projects,spring-amqp,3/15/16 15:50,"AMQP-590: Java Deserialization White List

JIRA: https://jira.spring.io/browse/AMQP-590

Polishing - PR Comments

Verify Mock",6d9afdfa0b15ca3ed68c26476143030be0123d25,java,
VULAS-M,CVE-2018-1298,https://github.com/apache/qpid-broker-j,4b9fb37abbe882193b16595ed7b8e9d8383f59e1,CWE-20,MEDIUM,2018,apache,qpid-broker-j,1/17/18 11:29,"QPID-8046: [Broker-J] [PlainNegotiator] Eliminate redundant UTF-8/UnsupportedEncodingException catch block

Cherry picked from fcca9d2",66faf8edd1fa0bc4be657747e5e1bb07afa91aa7,java,4.3
VULAS-M,CVE-2017-4992,https://github.com/cloudfoundry/uaa,4f942064d85454a4bcc4da04cd482d114816c14a,CWE-269,HIGH,2017,cloudfoundry,uaa,5/17/17 20:52,"Improve invitations

[#145624295] https://www.pivotaltracker.com/story/show/145624295

Signed-off-by: Filip Hanik <fhanik@pivotal.io>",4292ea4ccd50c3cf9f497b25e3ccef685798e02c,java,7.5
VULAS-M,CVE-2016-6816,https://github.com/apache/tomcat,516bda676ac8d0284da3e0295a7df70391315360,CWE-20,MEDIUM,2016,apache,tomcat,11/2/16 11:57,"Add additional checks for valid characters to the HTTP request line
parsing so invalid request lines are rejected sooner.

git-svn-id: https://svn.apache.org/repos/asf/tomcat/trunk@1767641 13f79535-47bb-0310-9956-ffa450edef68",06d9c8760ce1eae8eec553c9fdf481aa026e37ff,java,6.8
VULAS-M,CVE-2017-5650,https://github.com/apache/tomcat,5496e193a89b8b8b3177e516358df2f07ab852b3,CWE-404,MEDIUM,2017,apache,tomcat,3/24/17 14:43,"Close the streams as soon as we know the connection is closing

git-svn-id: https://svn.apache.org/repos/asf/tomcat/trunk@1788460 13f79535-47bb-0310-9956-ffa450edef68",4ba258bb563d2799d774e47ce91edee94a87e170,java,5
VULAS-M,CVE-2011-0013,https://github.com/apache/tomcat,58223c5ecc0751c3642c810f291b8f033d33b97f,CWE-79,MEDIUM,2011,apache,tomcat,1/10/11 16:58,"Prevent XSS in Manager application
This addresses CVE-2011-0013


git-svn-id: https://svn.apache.org/repos/asf/tomcat/trunk@1057279 13f79535-47bb-0310-9956-ffa450edef68",657b3f752fe4af82db73dc4e8a9cf8fd6ee8c068,java,4.3
VULAS-M,CVE-2014-0227,https://github.com/apache/tomcat,593a2447e6ebe465585cfa07e93b5635dffa1c70,CWE-19,MEDIUM,2014,apache,tomcat,6/6/14 19:14,"i18n for ChunkedInputFilter error message
Add error flag to allow subsequent attempts at reading after an error to fail fast

git-svn-id: https://svn.apache.org/repos/asf/tomcat/trunk@1600984 13f79535-47bb-0310-9956-ffa450edef68",a733f7f1daa9d8234e5efc958ead6f7c5a70960e,java,6.4
VULAS-M,CVE-2017-4995,https://github.com/spring-projects/spring-security,5dee8534cd1b92952d10cc56335b5d5856f48f3b,CWE-502,MEDIUM,2017,spring-projects,spring-security,5/31/17 17:19,"Update SecurityJackson2Modules

Fixes gh-4370",489ffcfce5a9670d14a66f1788327f5550ea1278,java,6.8
VULAS-M,CVE-2017-4960,https://github.com/cloudfoundry/uaa,5eab756eaf4bb397302f00fbd0273f2470009d38,NVD-CWE-noinfo,MEDIUM,2017,cloudfoundry,uaa,2/25/17 1:07,"set a global flag to disable clientlockoutpolicy

[#138677887] https://www.pivotaltracker.com/story/show/138677887

Signed-off-by: Mikhail Vyshegorodtsev <medvedzver@inbox.ru>",0e3013bda9c13c630f2dd469368b93cb1b73f006,java,5
VULAS-M,CVE-2017-4973,https://github.com/cloudfoundry/uaa,5eb43757d5a3a2c9e7aae1ef3d0b9b7e2a38851e,CWE-269,MEDIUM,2017,cloudfoundry,uaa,4/18/17 0:26,"Validate client ID for approvals

[#143844261] https://www.pivotaltracker.com/story/show/143844261",74a8e977282d7016c5c75420ac92f8793b8d387b,java,6.5
VULAS-M,CVE-2017-15709,https://github.com/apache/activemq,5fa0bbd5156f29d97dcf48fd9fdb6a0488a8df1a,CWE-200,MEDIUM,2017,apache,activemq,11/29/17 17:43,"AMQ-6871 - By default only send generic platform details

The default behavior by the OpenWire client will be to send generic
platform details to the server with a new flag to send more specific
information.",9d98ee253fbe3e2134e7242abd572c6e64a6f6b2,java,4.3
VULAS-M,CVE-2013-2248,https://github.com/apache/struts,630e1ba065a8215c4e9ac03bfb09be9d655c2b6e,CWE-20,MEDIUM,2013,apache,struts,7/15/13 8:02,"Merged from STRUTS_2_3_15_X
WW-4140
- Lukasz' patch applied [from revision 1502979]

git-svn-id: https://svn.apache.org/repos/asf/struts/struts2/trunk@1503127 13f79535-47bb-0310-9956-ffa450edef68",4e3b0d9e9d86cc116441ca53670983fcf983cc18,java,5.8
VULAS-M,CVE-2017-8038,https://github.com/cloudfoundry-incubator/credhub,632951898a2f1474f699094200367fb405397127,NVD-CWE-noinfo,MEDIUM,2017,cloudfoundry-incubator,credhub,7/28/17 0:28,"Consolidate credential access paths

We now use the CredentialHandler as the consistent access path for
credentials. Consequently, it must return Credentials instead of views.

[Finishes #149701173]",b3267689214fa3052005eb442c57ce03ceb74248,java,4
VULAS-M,CVE-2011-1184,https://github.com/apache/tomcat,639e20992a66d7a42fb59c974db91c8a0f730a1e,CWE-264,MEDIUM,2011,apache,tomcat,4/1/11 11:36,"Add additional configuration options to the DIGEST authenticator
This is the fix for CVE-2011-1184

git-svn-id: https://svn.apache.org/repos/asf/tomcat/trunk@1087655 13f79535-47bb-0310-9956-ffa450edef68",9d4a4d89de340ff79c036a37864470eca9a734bb,java,5
VULAS-M,CVE-2011-5062,https://github.com/apache/tomcat55,644dfdf96cf82fcd2a2046d93f2b5495f7e94584,CWE-264,MEDIUM,2011,apache,tomcat55,8/18/11 16:49,"Add additional configuration options to the DIGEST authenticator

git-svn-id: https://svn.apache.org/repos/asf/tomcat/tc5.5.x/trunk@1159309 13f79535-47bb-0310-9956-ffa450edef68",9fb8531aa4c40b1f79371c4f42453075f36c02d0,java,5
VULAS-M,CVE-2008-5518,https://github.com/apache/geronimo,67dda0760bb0925ead201ddd5d809ff53686d63f,CWE-22,HIGH,2009,apache,geronimo,3/25/09 15:11,"GERONIMO-4597 Validate Web Admin Console input - fixes for CVE-2008-5518, CVE-2009-0038, and CVE-2009-0039

git-svn-id: https://svn.apache.org/repos/asf/geronimo/server/trunk@758297 13f79535-47bb-0310-9956-ffa450edef68",f1bcbf2bd88a88b4bca589cde452ed7b9732377d,java,9.4
VULAS-M,CVE-2017-5638,https://github.com/apache/struts,6b8272ce47160036ed120a48345d9aa884477228,CWE-20,HIGH,2017,apache,struts,3/6/17 10:17,Uses default error key if specified key doesn't exist,f487d7e7d69c767949a59f36ceb5a45d96eb32dd,java,10
VULAS-M,CVE-2013-2134,https://github.com/apache/struts,711cf0201cdd319a38cf29238913312355db29ba,CWE-94,HIGH,2013,apache,struts,6/6/13 5:29,"Merged from STRUTS_2_3_14_2_X
WW-4090 Itroduces actions names' whitelisting [from revision 1488895]
WW-4090 Removes double evaluation of parsed expression [from revision 1488897]
WW-4090 Add some logging [from revision 1488899]
WW-4090 Uses warn level instead of debug [from revision 1488900]

git-svn-id: https://svn.apache.org/repos/asf/struts/struts2/trunk@1490149 13f79535-47bb-0310-9956-ffa450edef68",66d71be669f08fe47f89875ecef969d9995316bc,java,9.3
VULAS-M,CVE-2015-1830,https://github.com/apache/activemq,729c4731574ffffaf58ebefdbaeb3bd19ed1c7b7,CWE-22,MEDIUM,2015,apache,activemq,5/5/15 14:29,https://issues.apache.org/jira/browse/AMQ-5754 - better filename guaard fix,a37b43cca82f108a8e3f5c2803a9b50911a60979,java,5
