owner,project,sha,sha-p,language,pattern,year,reported,sha_p
openssl,openssl,378db52bb0177ae03cac3c3ba194bb6dec34a2d7,fb0bc2b273bcc2d5401dd883fe869af4fc74bb21,c,dos,2014,1,8a8d9e190533ee41e8b231b18c7837f98f1ae231
mantisbt,mantisbt,af784760dd1b345ede110be7d474d18843949c3a,a6a3a136bd05df52f1ea4dd906230ac9ae9d9cad,php,injec,2014,1,05b8c51c066d0f51f3b00aab2a5998ac400b7385
mantisbt,mantisbt,cb5007daad25bc604b8c53234e34eb1a6c5afd92,622afd2d4bd40cc713d3e8ee7fa1d44fe5dfadd6,php,injec,2014,1,7790835c52374ffedff76ed745ea18deae9e6848
nextcloud,server,57122e8d89ac7ecfc888f11454956625502cc342,56c6e6a334caf690184c84bae290ea596f53c3de,php,xss,2013,1,36b8558ff6262367919b7c5be04ec809a7f7e8d1
apache,cassandra,781b248f3123cb7e61d898803752609fc7d14537,4d637f1f1b62593e0c52e49966e3f286bf65c3e9,java,rl,2012,1,b7fdc674a9882db9e46078c0532add4493233377
postgres,postgres,3143220b15af73572e8b36056c1f101100cdeb0e,47f14e7ddf4a1e139ca1a05e673be4f1d3c1dc06,java,injec,2003,1,f8a9892daf7b2b3ea03f9b6df6834882523feb26
Graylog2,graylog2-server,64da22c6e16b67403963a8c0fa20cc5f76330af8,5706650605adfd6c25c43b69056eb32f2a7730d1,ruby,smis,2011,1,066d78c58f8b74b5f3c366ca133edc396d8b7477
MISP,MISP,056dea9f80dee6933b042aca138b1b1bf3622673,9b67e5ecdb967c1c5e8a45435d141e57357b1633,php,injec,2015,1,ff9394933ddac9eacdb2f320b366b63a284e5afa
josh,rails,41f7d07da3de09862f6308889a43f2f894320c0e,26238ac1731208949312f4f91d75011a2da30d49,ruby,xss,2007,1,7359f8190d0ac97db077096796bdc582dffa90d8
PHP-DI,PHP-DI,8e8a4385b1fbb940c3a2985a636c0b41a8e5f2b8,b25b80079f09f0ae8d4f44d2502ac85008976b34,php,injec,2014,1,18c1e8a48523f889b7f21553540a12a91dc0f3e3
google,google-authenticator,3b657d609497132c61352bdd502e26830e7f0589,a096a628455a05c5ff3b651e6aeb1dad9a646742,c,auth,2014,1,4934bda5f9223ddede5ec546bb74fc324ec84ad9
vanilla,vanilla,83eb75112e24d40bd6e445d621b265fcf82685ac,90a24d801c4ba4c27da2312fe6efa5abb32afb1d,php,xss,2010,1,140eb414bbb7cb5f89afa975e4c2c4d3a10dc127
mongodb,mongo-php-driver-legacy,7540465ac6d5f217c9e3702f6499802533cc38a3,1d8402446acf5a00f7fb72de884de12b4458c68a,c,ml,2013,0,7c0161da5c6e4d8388a52b2c626d96c532b5c53e
josh,rails,097c0d61660aeee598900b1e748332f24eaec68e,76797b443929005f43512a147e97f02f3145ed81,ruby,dos,2008,1,aa4af60aad5772458e8ba3bd08505781aeeb53a2
moodle,moodle,90d3960c6d4fde7c5c9c66eba3720965a13bb09f,b7315f3502fff5b7caf62d57e7846114e69ae102,php,injec,2010,1,830ba6ea4642af852d7a69f2e78404bd5d759b2a
moodle,moodle,48c3e9959958cad7befc9215f7f2a87638a1fdc6,da4c33f510aabc0d7443c29a7c097cfd54b6c4a4,php,xss,2014,1,2bd26607512c36aeb17b2e788fa7e985788ca777
phpmyadmin,phpmyadmin,a55100e4fedc8571e763c9e14b22d0babd6bcac3,2d56821c0f1337ae3fec7e845a396e2b0448fdeb,php,xss,2011,1,11d48bbca0e7a625b9ee2e36c4f175792d3f1c3b
joomla,joomla-cms,ff262c0debb51d25e796c3ee51179eaf25445591,9c33979356e300c02842dc7a71f4294814b4edb7,php,injec,2007,1,f30cb5fc8ae39a9642c3ff6df7159a204a55aa89
josh,rails,2a10a1efed4a6bc7db120d545a58d2f9ba28151a,db8b636e50ee8a138f48117e8e8ad057cc7527a4,ruby,xss,2013,1,d0163e99d9affeccb341e12cc7c50b599f129b5c
pfsense,pfsense,e3b43e67f6be2e6a80fb580a66a277a7effd8c8b,bef1056048aa2e0839fd5839e83da154f06c8c2c,php,injec,2014,1,4c4276c3cf375bd6ef48103cb507ce35b9c045ee
cakephp,cakephp,730a80f3e93d4e5d1fb312f1ec1d4f27e5439e41,ae3d082dd6e29607518e557590ae74b7d525ff60,php,xss,2007,1,6e363d39f11e959809ab41300b641f75ee60bb01
php,php-src,ac275f9e31379b058050a0139ec9b4dea8ea0013,8de8636a2b6dc331486284f1f037259bb7347768,c,rl,2016,1,7778a5a9b41dbe9096904e549c08d1f210231b6c
php,php-src,d0d7badfb907b044367cb530b4f13a5c3d2360f0,f7d7befae8bcc2db0093f8adaa9f72eeb7ad891e,c,injec,2015,1,1393ad9a35581a7f4006719e66d788c3cd8b6fc5
MISP,MISP,a2ba0083852ed5159311172538ce2a95440733cf,9cd1b0469d872a48afff17f5b2bfb9a6ad0ef8ee,php,injec,2012,1,21488f7a634be28b62c8afaba8aa6faad606897c
php,php-src,d6e7b4fefa287a5f37319cfe2e9ee3e57ffe7c9c,efe519c1945a3ed0ae93c8466e02fec2a6997b09,c,over,2008,1,e314da896f95021a3612f84e5182bb27b8949461
php,php-src,ef59df70a4bb78c1b1da51e5df68c4e9cbade5af,ff10dceff87f4c94c55e6bc2e962f4bb3d66feb4,c,misc,2016,1,78fdeb1accc50f9f737c9d7eda8fb9ff78d16d35
realm,realm-cocoa,cfee67570a5a623d90c3b7a0ff5ca24bfef4bfa6,0a4d63499a7a99e8c135c713b96cea851119e978,c++,dos,2016,1,0f427979bbbc2173b833f89298411deee6b1ea46
slimphp,Slim,9c2ff0765e6d80a845cbd32344965fa18269ccaa,1a30b092861d391e6822cfc999b2913d9064a0a6,php,injec,2013,1,6d15623e8a19a5386b86fc201f03bc541644c1bf
curl,curl,439891cb9fd4e5a34038fe29a13268d1d408869e,97857de80eea0b3028036c6796c2f485f4caf7d9,c,ml,2014,1,bdfb3ef11cb1bad7cf9655bf536ac8769384bcbe
torvalds,linux,7d6b6d83139d0eab087645edc8c3f6b4b3cef34d,89fd2e282ad510f801c1f44a660086f9d5bdf088,c,rl,2008,1,c16fa4f2ad19908a47c63d8fa436a1178438c7e7
ci-bonfire,Bonfire,fffe90a9097cf34a630f1738731002f05719cad2,2a0115a93c5368ec5d1cc5bb35e08f4988373b7a,php,xss,2012,1,fd66a064c745cd9c4620eee79c8a7cfaf52eacfc
php,php-src,5626bcabf29d8070840c0dc43b5a4cc18c5853ce,8b14d3052ffcffa17d6e2be652f20e18f8f562ad,c,over,2015,1,a7b3f59f7b5a32fd575feec90204437ee846e676
php,php-src,1e93bb16e4bded081b1ba723de954f34e53e7165,bcd64a9bdd8afcf7f91a12e700d12d12eedc136b,c,misc,2016,1,36d6ddc24136d6f2ce7c6aa2cecbbc93a846a9b6
openstack,nova,519c885a4e3622417cd78655a211a2f23033d610,937e8fae0237aed835ab2a55b4d4f0885a04f1d5,others,misc,2010,1,d7053efa810aa3d20ef7cd089429c6d96f451a7d
phpmyadmin,phpmyadmin,d28c1d37553bd9291d60e1d44cd6a6559d4dd594,8f8584bf2ed112fc85b1fd7ebfa0f6cfd74927ad,php,xss,2007,1,92447aa4bfdabeaadbdcf263186e9a8501bfadf0
curl,curl,2336d010ef98220e676f545e7a712b40e33dac86,14b77db1b97bb382ec97535666813dea26594bd0,c,ml,2012,1,b9af0d89d5e28912a10a5f9501961996559a80d2
phpmyadmin,phpmyadmin,a4d1254c3a0809fd2a2798598dd37e836cc0e6ec,ffa720d90a79c1f33cf4c5a33403d09a67b42a66,php,misc,2013,1,c2bb2c3eae063ef969bab979579bb0cfeaed21d9
joomla,joomla-cms,db04ec0ac60a6942fc4f5e0c09c109c287c512dc,2c968f0082f70e9597679a4359c5b26f391b3ac2,php,injec,2006,1,5d58f3b6d2cf0c900a13f29c4964968fa6da4a62
Netflix,SimianArmy,21afb33ef08fe96e7a4c347429f60f92bce37109,0100228e3e1c85d9490d735f89077cb01418e1a3,others,ucwkv,2014,1,b048a65e70ffad32f7a205a30bdd786b52d82c6a
jersey,jersey,ddc618bb887cab999b3d5f12ef9089f6890f7d97,b825ebd4f2e2670049f94d3aeecb364c92cfdf19,java,rl,2104,0,3f245441bc9d505c0de9cbfa63996010bfef5a16
AFNetworking,AFNetworking,4ca1553f2b545a57cf598fb462b97f02b7d058e5,92006270b12ed6778095afc9d8bae9b54210df18,objc,ml,2015,1,9ed3e542616b9fcfea5bbe0f25c67fc6a1b14020
nextcloud,server,e431ba5ce8b9c340ba123a221342d0b1398e2b69,7cdf6402ff9a0e07866ca8bcfcffd0e0897b646a,php,auth,2016,1,841c62208551425361f311969260e95eded9101a
yigit,android-priority-jobqueue,a6c51852662eed521141f5f9e5d26d18e711a92b,16fa174851836f3c30bae9c60db32f73157308c8,java,injec,2013,1,8f46e56e40d861fba68f4a0d9139aa622cd356c5
cakephp,cakephp,673638a36221627943346bf14909e0f50d18daab,2109e03c30c42988e4623317d7d756040dd48bc6,php,csrf,2010,1,7fda8c7a0f73fbd144b647eab13b9f7b2e8d6588
joomla,joomla-cms,3a419c3a46eb12181104b7bc2309816762b3a48a,73166721680177bb3d63eeeed973f47895a68af4,php,injec,2006,1,830a4c38c2c72e6402b5f11a9eabc447c775fb53
joomla,joomla-cms,dd9966ca0ea5119b68125180088a0e10332968df,8ccbf0ab98b35e2c8289f1240fff52f7a1ad3957,php,injec,2007,1,40e85635c919443b287241963117a21052c0f76d
torvalds,linux,13be31f95892146529edccb98231b166802dd1d0,9f0df936b1b93a7fab5b9ed73009f43369c121ea,c,rl,2016,1,72b6bcb1a2a4d61a5cff87f74c91f1ab39b1a40d
frappe,erpnext,fea93577417e46e7726ef2b8be4be3e63c4ffe4c,eb7fea673bb147677a15eb5da3351fa1576f006e,python,injec,2014,1,2fbc3b72590d033180371eacd25058252d3b474e
vanilla,vanilla,66a75727dc3d364e070a19ffa01e43166095f7b4,cd4320c21692c2a9d82c4241ef97733313505d12,php,auth,2010,1,5298f90fb1e2bb0747b3cf2e9186ec301cea3c44
MPOS,php-mpos,4b181201e48848108bd25f02be856aa7f4e62a67,8fbad03457cc1e0691b816f163b71e8c6d29f13a,php,auth,2013,1,94f07d534b472eaff8990a098f9610ed4b6d9ce3
php,php-src,06a03bbfa60bedb3f30bb2908449fc30d54f848e,6a9d9cf2724df4b00c63c206689b0bd60d334388,c,ucwkv,2016,1,fbb0c4b8001bb6b57164d00337725aae9291cf44
mantisbt,mantisbt,2761f8d8e47a736156b820d529101ac71fe0a5f3,2e841fb3d4fbf9e1a908a301823f5911108592e3,php,misc,2002,1,c50db0606cec2dfb99404799bbaa5c7ed513944d
openssl,openssl,91b60e2ab4e0ebeaf7690a2a329e88658a6ad30b,1421e0c584ae9120ca1b88098f13d6d2e90b83a3,c,ml,2015,1,ede6f762030467e492fabd49ad4c3fd20deb71d4
mantisbt,mantisbt,72ab020a42a35fd341e983a25849f8277bb34044,e8ff7b99d6830bdc78aa13959fa6355ca298c0f8,php,xss,2015,1,8182808598343c282db6f9c630d462070c54bf98
cakephp,cakephp,cab9961f81a2a17b04e0dd99c1854dd2d8f48915,613aa19d945a508c2aaae6470fe90c87806445e5,php,auth,2013,1,f8fb7b61caae901d812a1eefd0555a83924ae076
mantisbt,mantisbt,2dfb20825f2892992c62a6f10987c06bba115446,184a0f4a06e9941cc126cfacf0774badf2255a88,php,xss,2010,1,97ad1ee245a8ace50fdd4e833f60c08df42782e6
libretro,RetroArch,19e6a099c1247c81248f38bf8ab16c33479b84c3,48b8c78de20ad0e1ab115014c3bb823bf6a9703f,c,ml,2012,1,c23fc0546c5cc1e190ba63aac254bc762bfe8f52
nextcloud,server,68dc6a306ea99fbd62c9ab3ef645f513d8873983,2b228fba3463722ad19ea6ccd150b96772508791,php,xss,2012,1,05df524472a93da00fb13c3fd735bf21b0c726ea
curl,curl,e9f63bf4e84dfdc22b6fb0469747b9067b90943b,ae7d6b715448101caf99ea3555c7b7448711676e,c,ml,2016,1,556ce1c6a126825f1b525f1c539cd9a0509aed47
pfsense,pfsense,14b1279d76bf9a54e9c809a838f955539054713a,c3936caf80b590f65bba7829db53bc0da4ef6a67,php,pathtrav,2014,1,2156f02a8262f2b13f826b91bb0f3190c18042be
curl,curl,7d74e025192956901495c0dcb56ee42d72ae8186,46c92c0b806da041d7a5c6fb64dbcdc474d99b31,c,ml,2007,1,7611d30a05e3b36ce3345734571d8fe5696ed7d4
php,php-src,8c49132266a337e0911d790ec8bbf3631df7bceb,de73bd0123139aaf893a45bbdf6848308e9dd1d7,c,sde,1999,1,4a4abfa65d71095949b7d2986185dfe76bba0c16
joomla,joomla-cms,05016ec7d3f450b5aef3681927c2131dc15611c2,fca1c962be8966ae3b21132d8e11a74ae8631baa,php,injec,2005,1,15af4a578170f02c25794c397909548f83831efa
splitbrain,dokuwiki,702eb8985f33ca5781d2da5cedd9d6a4b9c6a030,10ffc9dd6a89562ef502baa21f968cf269fe21b0,php,injec,2006,1,3fd0b6768bf7f649d77c937e399f578d7add7637
curl,curl,6fe619be7a5e6c04b8f558f07de48ecffcb21c64,ee7669ba3adeec052d999d9b415bb34caaa1e94b,c,ml,2013,1,1e39b95682781fd9117eef094f6fd8c58b443610
openssl,openssl,710069c19ee1795dfd614a4ba683d07e1b8e6f81,a7c682fb6f692c9a3868777a7ff305784714c131,c,injec,2014,1,ddd3a617ca96914707fc414200b445b52fe6c0ad
php,php-src,616bf6601c51b2c590ef76b264818e335370177e,1db171deb8d99dcf9cb453886816338374b32653,c,misc,1999,1,90ade856155103acaa30d6abbb55b3c304b808b3
josh,rails,76af2818a6b729955ad799b5346da7ed115440ea,3dea8b580b9c67bb27c01290fb3b17f446544b78,ruby,iap,2007,1,5e1b912f3b3a81cec99a3743b3a9d21e5c96d97c
nextcloud,server,633d7826c9577ff687eae33d208f9f5faa9aa1b6,5c6a7172cafc395d38c58d1b5afd6b36efb33ad5,php,xss,2012,1,7b02adf71568d5001cf3566ab9ca7b294e8ef848
yigit,android-priority-jobqueue,c73ee211f0dd45251e0b4a735ec325d9dc85e054,66363dd3c93066c8ddeb1728f25804ec2522ab09,java,over,2013,1,dfc3b3f070fe3b11f26815d78d81f4ee71531824
phpmyadmin,phpmyadmin,3e20e329ce6c0a1986235f0d087021059769a1e1,a564d981e9ef5022d69b2720d6a6126c73c74637,php,misc,2013,1,12c3a2d21c89bb86a993e615231097d86cef3c56
vanilla,vanilla,b42e36fe097f1275046f7174fafc2da2289feb62,973515e6de2595ed475989c08001960edab180e6,php,smis,2011,1,51609819991d4532b2be0dc73bf279ad89486269
joomla,joomla-cms,ca4531cc772e2c96e78aaa0ff65d30c1e5bffdbc,09c9cd873afe21dc5018b4be104a504490aa32f8,php,injec,2007,1,9a6aa6ec0ce4ad031918626980ddcebbe852fcf4
torvalds,linux,bcd3cca741a1bb28e78cdcc83551630ed83c8244,e445dd5f6745922bf4d8c18e1f071b28c5a061bb,c,upapi,2015,1,10a3472a83d3be18495d18ed5612394bb6262f58
vanilla,vanilla,681c3eee62dc255d2eae0713da1ff6d77670ce58,0630c700cf502973196687938c71747a58d3de95,php,xss,2011,1,5fb9586446ebc3d4f69dc82c92476b26fdd3c566
deeplearning4j,deeplearning4j,1df8e4ec36d722ca93a47ae93fcb605c9979e2cc,93f320bb5e467d6d4779ee8068ae05eaaa5c87e4,java,over,2014,1,bd95ac033039b7f217c9ef33fcb440a103ed4190
rubinius,rubinius,a5e42f232927c274c46dc835b22b2b86ed24b754,35999eefcb9df64f81478b504f479f714bd897cd,c,over,2008,1,a5e18983330df98eced9c59ea86cf30de57648e4
vanilla,vanilla,a419b10a28121c41137300818219054bbb4382da,a2059acde59f1d2596f698388c9438640abb30e6,php,xss,2010,1,156099dc5416612ed4f2247971477d298bd5aca0
curl,curl,c31451cf135f1290647cc6ad3d50e70bfe1b5aac,a8ec986981d6a218ce3abac27b9e0b0e76286863,c,ml,2014,1,5deff1a179eaec1bf7a4afe1433cdc1261d5bd7f
Codiad,Codiad,31c23361dafa3b656d210c68c4612bd8443bfe53,763114ac0eaeac1339c31a3355f93591d69042c7,php,xss,2013,1,2c55cf40d9d5dff1cbe169d0f9e7c0237b088324
curl,curl,b13b9f33319a82529bd5382a60d7de48d8b5e98c,c4e6c33b13ba2968713a468736948b6364a50810,c,ml,2013,1,108e5849834809789c38a5f473778e09545b2e5b
Graylog2,graylog2-server,fd4601b3d697631eab6df4c84293229282d57fbe,ac6493c909d78914d44800dc3c9b7428af80ae31,others,ucwkv,2016,1,ff915750c9eca588c8116a3f69e8ff25b914328d
mantisbt,mantisbt,1721c39a81e561553ee2bd999a81e71d6189d24e,cb23fb2486bfa5707a9acc6f1a1329b6588d94cd,php,injec,2014,1,6511b27f1edde2ffe423466255c2be3fb043a8a1
vanilla,vanilla,dd847f2b17e0e9312d86509cb6015d06dd94aaaf,43ec3c51c6606e483642b4f639b9f13a673b13ef,php,injec,2013,1,5149749f79c8e2dcac19f6c37136c671284256e9
php,php-src,832e2d0d8c8bb11644fe34ec1685fc68d9b3a475,395c0680434e96524fa56732cd6e9da7fd75e6f5,c,misc,2007,1,449d4c0b1c6ea0f5dfe7b56c99d9fc4f2033d27c
openstack,nova,6bb3c0035b8323bbbd675fe00ea3a631430e9c01,f9d23c69e25a2ce5e8c3a37d1e771d02c43cbfb5,python,misc,2012,1,4b2bd32199eeaaf32958b540ebb0bf3ade6f0b0c
pfsense,pfsense,17640b289b53c9217a0a2464052ed421d975eba7,034620d62ae1026679da444f860f0467ca572eb4,php,injec,2015,1,9a2d3fc164d8246c809082ed750df9b121b4ad47
mantisbt,mantisbt,fd17695f02ccb5b0f426f94714f5fd1baafd96cc,a64a0d220a44ec7d26fce77154f7ee2a62337a95,php,csrf,2017,1,79ee120b1b9289c89bf30553713df8691e6cff16
mantisbt,mantisbt,c99b2f3fcc4d3c176ee7c14cd30ef8a00f224185,f8b2510febf47700b3e29b4d0c746e2d16c29487,php,xss,2017,1,c922052f2ff48cd6a5eafddc7a2944eea1b1de1d
curl,curl,29b75ca46f51887d503bfb453bcb349b7b8c920b,96ffe645fd2494f14780f7c105fcfeeb8ca7d94f,c,misc,2013,1,004dde18a7fe7c8e6795cbd0e5e3a671dffd9ddb
splitbrain,dokuwiki,4286c64e98499b93056c09498c10709f8909befd,634d7150e59d03e4a4987164bfe9948fb8828c70,php,csrf,2007,1,330582bbf07eadbac5f3cca7b9b3537f8948e197
fruux,Baikal,ef4be266fa7c74e6044a58231014cc2d1a8e63ab,95b18da309438712ffec7e8c1f20984b9ec1e232,php,misc,2014,1,00d433ebd6f9d6cd640d8f099aab1d3e68e52826
nextcloud,server,759b19775debc7dd3427267a6d711acf434d24fb,127796218314c6b1f19ba86f74caa913375aac8d,php,csrf,2012,1,6bd0d51b2a9742108f64b406fba55d5af6264fb2
FreeRDP,FreeRDP,4e4d2e11d43e8ac9e3eea65f23121300bb0cfb36,064bb8ec167c0fcf178466ae2e4954f3134f43d7,c,rl,2012,0,19568c6e9b426658e72ca8821b41782cf23c89d9
josh,rails,ad129639c7e72c3ba686db6202a4bff2cb2cfbfe,8be6913990c30f63618173da722148892348dcc9,ruby,dos,2013,1,67c3469e6ff1b63b091594d6dba7f871023df553
tornadoweb,tornado,41a94730959d641e6c2c765ca631645327805c5a,7279a303d1c366aabd4facfc6b29ed46c3422350,python,auth,2014,1,ce20498adb28f65d120e8daa3f3d2fa50aed9361
joomla,joomla-cms,99ed72d8f191325eba012e3c590b8626d9daed54,9a0446f5b3a377a590186cb7af8b05d7ecec8510,php,injec,2007,1,1d8a06468bb6185eead9a0ed0fdd4b5e986b5001
mantisbt,mantisbt,07cda05be484384b0c0332cf75d013f70deff030,ecd12610576e71764a318d8ead1c753ab7a30d16,php,xss,2016,1,7fdfabe1bbd3d991fd4b147a83ef58f967e8e7dd
magicalpanda,MagicalRecord,07167a13dabd7a0348458dcb015af9cc579b2cc1,0a735fc70682aea0338aca73d874b1a8cefc217a,objc,ml,2010,1,11e1dcdeb78261ae6b02304707d5220dc0cf95e8
moodle,moodle,6440286719e9a5fb1516b32a7bbe4beb104fb67a,9e1c2ba45c1672cd47e6f81cdcda61712c5cf956,php,auth,2005,1,8a4acb3acabefbb216510d1b96f802e06bd73b5a
josh,rails,231069e683a3d19c85db3bb53963ccdd666c2530,f6de806537d60e94183f26cd6a16da426e84911e,ruby,injec,2010,1,741bf96a424256648f2624959f0da7602e81bf4c
ci-bonfire,Bonfire,49b907a2ccb1ac8308c078c7e0b4eba6d03e38be,21b3af7c32f7c8a634dfbaf5fa55ccfa25779018,php,xss,2012,1,902fd07ed2cef33bd4fdac0f6552e1bb53f015ce
owncloud,core,0ae931ed57ce8daa9df9129e95c2cd9524bae830,3c182bdb351cd0f7938c9f9f022b44b4e530664d,php,xss,2012,1,87e067f4c82ba5f8e6dd04a8606112aade8f432b
php,php-src,b1fedd88db1de8a57e12e0f474e875efc9f1dec1,e8429400d40e3c3aa4b22ba701991d698a2f3b2f,c,misc,2015,1,66a018ccb436d5dc25f2b5680b9caeeb5b8e4c53
openssl,openssl,ef8938c3e8609c40e2bad1a1d72c77fc22c06f2c,05aef4bbdbc18e7b9490512cdee41e8a608bcc0e,c,dos,2016,1,3c8537765cdee4d4a81b11246dd7d1b8a09f0126
josh,rails,b1bc3b3cd352f68d79d7e232e9520eacb56ca41e,bea9c9b4c0f9bb7356ea2058118fe40495432010,ruby,xss,2013,1,bd4f21fbac495fb28b6be993be808509e567239e
cakephp,cakephp,259303d9359232742fe5330e1acb5ad69c5ebcd7,2c85da44da2c9bbf6fc4a52ba990660f554d320d,php,pathtrav,2014,1,1bfcc44b180a1e036af40a41ed08f0504774f429
owncloud,core,e0992c129732b352338b1f7aec16d1108fc26011,a7292e897a70a2f7e79f61396d4888cb694f0860,php,misc,2012,1,6c9d957245cf25bd7907c6d85d3bb89e739af0c6
pfsense,pfsense,1ba100d452b333493014dbdfe9a0d7f04bbf0f63,64307806ab5b53a60a4343862f806be90e2eea79,php,csrf,2012,1,3f8932f885b4f9400fb08c80d6f50a095b3e99d8
php,php-src,085e0fc51f7c0acfc226fc86e9ac43582326c194,99c56139c75b48914103bc2351b5422465f3f97e,c,over,2008,1,9b05e15e8a2eb5d515341e945ab9c15af104968c
mantisbt,mantisbt,cc40d19bd164ed97ca7ec83e07ed6f02ca4ab69c,3be86ce37bb469b211663da03f61ac2b28500d91,php,injec,2014,1,1f1a2be050be4ae328747f65ee43767b6d5ce01a
jnicklas,merb-core,777d7685aaf8bca2617daa182d771b9f8aa195d8,30769309f5d6290ac2adaf410073bf37e2c1a2b2,ruby,auth,2008,1,711120a47da5d17c7629355500e881ea7a4d7288
php,php-src,d990032b7a2f1566c7a8ea5bd98e3356451208b2,e315a162da99f59e82a5272714a6f3d4d724b037,c,ml,2016,1,0814d9e58ac206722d0b3eae9276c30058bc9b17
phpmyadmin,phpmyadmin,adbdb71e60b788ac10d134a5e0a099d35ca91ff1,cbcf740adbad341c05705de6506908f41a24fbcf,php,injec,2017,1,ea30c016c85cb4a34b5c49109dd18a745447fb54
realm,realm-cocoa,597fd9b0a1236f7d11c18ce387cf0ff1b64eb7ca,dd718fc2911f5321f1d8ca37d47632a3bea40739,objc++,ml,2014,1,8330dcd6f354fc17ac7efd5e9ddcf843ce3d2a87
mantisbt,mantisbt,d74fe2270567fcf6df85d03774f5ed9ce80bae40,8f95c9e3fb3451bf6415206a9db17645e8f97752,php,xss,2009,1,3d0625d84d5d08a998673713df1711e1d46b0b86
ci-bonfire,Bonfire,80f227b43dfa077a91acee271f2b6b9c00053f88,21b3af7c32f7c8a634dfbaf5fa55ccfa25779018,php,ucwkv,2012,1,58e2bc4f1070190b0a8cdf7400d15f392ba0646b
openstack,nova,867d8e8d6f4acab17f3264bf3377720b85426b55,e5ed57dc3f93164ee8c09b13c60e7712736ad58a,python,csrf,2015,1,1307dba61fc43ffd8650255d8233ed6a014cae25
google,google-authenticator,37205220dabc9e5d60e0a634e2568270e4773596,59d1b79139b5b29d652780fce1906cb632c2eab9,c,ml,2012,1,34f63f459a81b06ffab736fe44ae0c0ba6f83b83
josh,rails,a38e653a6d512de3d22137cebc239d51f2513502,e167a54785e319c526b638d591eaca0c4da93a54,ruby,pathtrav,2014,1,964033f35124bf9fc9bba0b4cd5c5cd176882902
phpmyadmin,phpmyadmin,9513bd1ebed011a530957c769a92d7bfc8d8df0d,a5716cb3892f1714a97d8808cde9229ccc8752c8,php,xss,2011,1,5736f877d672d0846e2cea7d89309fadb1ee56b0
postgres,postgres,f472012a3257d022dd36c6b5e30ad8d223d0ccea,41f18f021a0882eccbeca62e2ed4b66c6b96e9c9,c,injec,2016,1,403bd6a18b8ec5aeee51c08360441c3c3c239d8f
vanilla,vanilla,f55c61fabeb07ea16ad60013b9431f84dee54b73,5393e0d28e2c0fea05585e103b660226680141fb,php,xss,2013,1,9bedeb7ef90a3c71e965922ffb1c087b48c90444
php,php-src,ecf0cbdf3b985c41bd79fc9a79a50ef37d2828cc,bbd6ab2054cbaffbc510a5a9e491a23898faaea9,c,ucwkv,2012,1,03dfa08da93587f14106130d473168388b5009b6
torvalds,linux,293ca0f75415dd8373c716bf9755569daca7ba5d,70ad89a2508936c553d0222cc0b7c95648ee3580,c,ml,2016,1,7f72b47cedd1efc301576ff1050ec0a26c57eb48
Graylog2,graylog2-server,807784250430ba111cda8b9f12b08effc077e4f0,ecfeee91aa1ba1226c64513f7daff79d1c904198,others,ucwkv,2016,1,090805b8f0f07645988b4cbb06bc0589913c658c
BradLarson,GPUImage,96d01cd52be1a72f2726958b8eb97f49a5a0527f,a65f6629db953ecb11dfbb8ea6927d156c3338f8,objc,ml,2012,1,3efbda7c7cb9a1619408a701208d9cadec2ad580
grails,grails-core,875e222953e769bd3b4f09c5fa88924f944b480d,d10659d4aec4ca3a6760f04b3b22a9d0ff656e3d,groovy,xss,2012,1,805ad998a03fca79a1c7d193e114d240f251a3e9
Graylog2,graylog2-server,f561554da4c81a6525b4168f56a1c6fbb3d6469a,2d2e6f5e99fc5f830c19fe1724899acaded2ca02,ruby,ucwkv,2011,1,697db87a4213be2a23fd01655c8b0cbc0941a5fa
pfsense,pfsense,239024ee663e7fdb7434d47106338708041bce12,d6a0379d291f5e98500776618559343f40254e40,php,injec,2010,1,737f26e9d6e389b16b8df8716383ac9e126996e0
lxml,lxml,457e3f7e00865e5c3354d68d82142e96ae4290a6,0af4cf494d4ee955366f9d4b059ad1f78ef60185,python,rl,2010,0,6b8ef31d34528454dc9e868d2b22b13b00da7611
micahflee,onionshare,2191965adc7c42edf4935a8deb2cd7fc82e25fcc,05ec78dc34cfd1ef92ace06be2d58c50d6090219,python,misc,2014,0,6603f3be3997cf48aa7595f7ddd40810f69df093
spring-projects,spring-security-oauth,b93364a3a5cd64115b7b96dd53616c986c09b87f,00afb535ce8736f26a2ac270fabb8dc62943b0cb,java,xss,2015,1,cc3d28c134e8e839a8f181b804857eebec521a63
nextcloud,server,b8cded675555ebfc5b175e6d2f1801a84042b5b6,d61c8d74bbba9901c453a5f9be9a4ffa6cce4291,php,iap,2016,1,7ff12d74d9f408836f1a40475e92723c60cf56d5
realm,realm-cocoa,f20f3e25131502cec277f260953b30ef5afb7d4e,208094562f732387ff8e62d5994b5d311dfcdfe1,objc++,ml,2014,1,8454aea75f58093bb7e2c0e3574b42c493d2d98f
openssl,openssl,1e4cb467e1a6ea6925a4f4f2781f864e547ea032,7b3a4d610731929d4fde15411f9be9b883974980,c,misc,2017,1,74ecfab401fe65d23d9b297bf396efca3e419e47
realm,realm-cocoa,20f7a1a73a07bc66adc314e698621491398f4822,7964a8970bd3ebd8d520c84d0d6fe3b258769a73,objc,dos,2016,1,6728758fa92c7d7b2a302d53a1ad1b6541997b02
