Dataset,Code,Project,sha,CWE,Severity,Year,owner,project,Date,Message,sha-p,Language,Score,main_fix,main_prev,diff,Write Short Units of Code-fix,Write Short Units of Code-prev,Write Short Units of Code-diff,Write Simple Units of Code-fix,Write Simple Units of Code-prev,Write Simple Units of Code-diff,Write Code Once-fix,Write Code Once-prev,Write Code Once-diff,Keep Unit Interfaces Small-fix,Keep Unit Interfaces Small-prev,Keep Unit Interfaces Small-diff,Separate Concerns in Modules-fix,Separate Concerns in Modules-prev,Separate Concerns in Modules-diff,Couple Architecture Components Loosely-fix,Couple Architecture Components Loosely-prev,Couple Architecture Components Loosely-diff,Keep Architecture Components Balanced-fix,Keep Architecture Components Balanced-prev,Keep Architecture Components Balanced-diff,Keep Your Codebase Small-fix,Keep Your Codebase Small-prev,Keep Your Codebase Small-diff,Automate Tests-fix,Automate Tests-prev,Automate Tests-diff,Write Clean Code-fix,Write Clean Code-prev,Write Clean Code-diff
VULAS-M,CVE-2016-6816,https://github.com/apache/tomcat,516bda676ac8d0284da3e0295a7df70391315360,CWE-20,MEDIUM,2016,apache,tomcat,11/2/16 11:57,"Add additional checks for valid characters to the HTTP request line
parsing so invalid request lines are rejected sooner.

git-svn-id: https://svn.apache.org/repos/asf/tomcat/trunk@1767641 13f79535-47bb-0310-9956-ffa450edef68",06d9c8760ce1eae8eec553c9fdf481aa026e37ff,java,6.8,-9562.656378,-9594.045458,31.38907989,-153026.482,-153076.9282,50.44612778,-331448.2865,-331417.7822,-30.50423317,-20522.89286,-20843.57143,320.6785714,23013.61208,23034.61208,-21,-180826.9097,-180879.4342,52.52455553,222537.3421,222556.3421,-19,178756.0531,178776.3073,-20.25422263,0,0,0,0,0,0,165891,165910,-19
VULAS-M,CVE-2017-5650,https://github.com/apache/tomcat,5496e193a89b8b8b3177e516358df2f07ab852b3,CWE-404,MEDIUM,2017,apache,tomcat,3/24/17 14:43,"Close the streams as soon as we know the connection is closing

git-svn-id: https://svn.apache.org/repos/asf/tomcat/trunk@1788460 13f79535-47bb-0310-9956-ffa450edef68",4ba258bb563d2799d774e47ce91edee94a87e170,java,5,-8055.016997,-8056.177008,1.16001095,-145092.9542,-145095.9542,3,-322394.8118,-322397.8118,3,-13323.28571,-13325.28571,2,21366.51616,21363.51616,3,-183771.9876,-183763.6943,-8.293350873,221391.5395,221388.5395,3,177608.3138,177605.4203,2.893460376,0,0,0,0,0,0,163666.5,163663.5,3
VULAS-M,CVE-2011-0013,https://github.com/apache/tomcat,58223c5ecc0751c3642c810f291b8f033d33b97f,CWE-79,MEDIUM,2011,apache,tomcat,1/10/11 16:58,"Prevent XSS in Manager application
This addresses CVE-2011-0013


git-svn-id: https://svn.apache.org/repos/asf/tomcat/trunk@1057279 13f79535-47bb-0310-9956-ffa450edef68",657b3f752fe4af82db73dc4e8a9cf8fd6ee8c068,java,4.3,-19436.97802,-19337.61341,-99.36460025,-140222.4638,-140211.5444,-10.91938794,-293522.7067,-293516.0155,-6.691186676,-47134.07143,-47136.07143,2,25080.35294,25082.90249,-2.54954955,-169207.4877,-168226.0667,-981.4210526,167884.4474,167882.4474,2,152121.1492,152119.214,1.935174303,0,0,0,0,0,0,110631,110629,2
VULAS-M,CVE-2014-0227,https://github.com/apache/tomcat,593a2447e6ebe465585cfa07e93b5635dffa1c70,CWE-19,MEDIUM,2014,apache,tomcat,6/6/14 19:14,"i18n for ChunkedInputFilter error message
Add error flag to allow subsequent attempts at reading after an error to fail fast

git-svn-id: https://svn.apache.org/repos/asf/tomcat/trunk@1600984 13f79535-47bb-0310-9956-ffa450edef68",a733f7f1daa9d8234e5efc958ead6f7c5a70960e,java,6.4,-17130.80292,-17197.69973,66.89680916,-163092.4209,-163080.8629,-11.55797767,-359275.7039,-359205.7876,-69.91626186,-31412.07143,-31427.07143,15,33841.86619,33818.86619,23,-201529.3862,-202165.6635,636.2772861,212960.9342,212933.9342,27,186216.2528,186194.0878,22.16504502,0,0,0,0,0,0,150982.5,150955.5,27
VULAS-M,CVE-2017-4995,https://github.com/spring-projects/spring-security,5dee8534cd1b92952d10cc56335b5d5856f48f3b,CWE-502,MEDIUM,2017,spring-projects,spring-security,5/31/17 17:19,"Update SecurityJackson2Modules

Fixes gh-4370",489ffcfce5a9670d14a66f1788327f5550ea1278,java,6.8,10369.68849,10375.98874,-6.300254873,7990.834002,7948.897388,41.93661447,13586.68092,13529.68092,57,9944.071429,9884.071429,60,16182.76285,16171.25835,11.5045045,38689.18463,38611.18463,78,-57421.82895,-56981.53947,-440.2894737,34347.67999,34296.83418,50.84580598,0,0,0,0,0,0,40377.5,40299.5,78
VULAS-M,CVE-2017-4960,https://github.com/cloudfoundry/uaa,5eab756eaf4bb397302f00fbd0273f2470009d38,NVD-CWE-noinfo,MEDIUM,2017,cloudfoundry,uaa,2/25/17 1:07,"set a global flag to disable clientlockoutpolicy

[#138677887] https://www.pivotaltracker.com/story/show/138677887

Signed-off-by: Mikhail Vyshegorodtsev <medvedzver@inbox.ru>",0e3013bda9c13c630f2dd469368b93cb1b73f006,java,5,10046.59196,10040.37318,6.218776193,2193.500572,2179.449863,14.05070843,-3362.910941,-3364.910941,2,19375.35714,19372.35714,3,656.0625331,654.0625331,2,6368.773394,6366.773394,2,9038.171053,9002.947368,35.22368421,33119.46582,33117.55246,1.913369296,0,0,0,0,0,0,33077.5,33075.5,2
VULAS-M,CVE-2017-4973,https://github.com/cloudfoundry/uaa,5eb43757d5a3a2c9e7aae1ef3d0b9b7e2a38851e,CWE-269,MEDIUM,2017,cloudfoundry,uaa,4/18/17 0:26,"Validate client ID for approvals

[#143844261] https://www.pivotaltracker.com/story/show/143844261",74a8e977282d7016c5c75420ac92f8793b8d387b,java,6.5,10105.20102,10093.31965,11.88136772,2190.607756,2181.360925,9.246830723,-3326.750636,-3336.750636,10,19445.35714,19434.35714,11,720.7877583,710.7877583,10,6486.773394,6463.773394,23,9156.171053,9133.171053,23,33183.5637,33173.99685,9.566846479,0,0,0,0,0,0,33195.5,33172.5,23
VULAS-M,CVE-2017-15709,https://github.com/apache/activemq,5fa0bbd5156f29d97dcf48fd9fdb6a0488a8df1a,CWE-200,MEDIUM,2017,apache,activemq,11/29/17 17:43,"AMQ-6871 - By default only send generic platform details

The default behavior by the OpenWire client will be to send generic
platform details to the server with a new flag to send more specific
information.",9d98ee253fbe3e2134e7242abd572c6e64a6f6b2,java,4.3,-40111.11889,-40105.30342,-5.81546712,-2738.245887,-2698.748897,-39.49698995,3853.930789,3844.930789,9,-386323.1786,-386332.1786,9,54430.45813,54421.45813,9,-233143.2419,-233138.8555,-4.386430678,-117672.8158,-117611.7237,-61.09210526,152833.4044,152825.5835,7.820854689,0,0,0,0,0,0,127648.5,127636.5,12
VULAS-M,CVE-2013-2248,https://github.com/apache/struts,630e1ba065a8215c4e9ac03bfb09be9d655c2b6e,CWE-20,MEDIUM,2013,apache,struts,7/15/13 8:02,"Merged from STRUTS_2_3_15_X
WW-4140
- Lukasz' patch applied [from revision 1502979]

git-svn-id: https://svn.apache.org/repos/asf/struts/struts2/trunk@1503127 13f79535-47bb-0310-9956-ffa450edef68",4e3b0d9e9d86cc116441ca53670983fcf983cc18,java,5.8,-17666.86993,-17693.66529,26.79536752,-128502.0005,-128569.7675,67.76704976,-352893.9598,-352935.4941,41.53435115,-234079.75,-234056.75,-23,4023.051934,4047.051934,-24,100623.0001,100645.0001,-22,96876,96751.81579,124.1842105,178403.4589,178426.4909,-23.03193626,0,0,0,0,0,0,158881.5,158755,126.5
VULAS-M,CVE-2017-8038,https://github.com/cloudfoundry-incubator/credhub,632951898a2f1474f699094200367fb405397127,NVD-CWE-noinfo,MEDIUM,2017,cloudfoundry-incubator,credhub,7/28/17 0:28,"Consolidate credential access paths

We now use the CredentialHandler as the consistent access path for
credentials. Consequently, it must return Credentials instead of views.

[Finishes #149701173]",b3267689214fa3052005eb442c57ce03ceb74248,java,4,3880.745608,3852.19171,28.55389844,3187.4242,3179.829928,7.594271778,3473.102336,3459.065556,14.03678001,4586.714286,4579.714286,7,-1259.783784,-1167.518018,-92.26576577,4997.448589,4659.253947,338.194642,9549,9544,5,5467.050453,5466.071397,0.979056313,0,0,0,0,0,0,8806.5,8801.5,5
VULAS-M,CVE-2011-1184,https://github.com/apache/tomcat,639e20992a66d7a42fb59c974db91c8a0f730a1e,CWE-264,MEDIUM,2011,apache,tomcat,4/1/11 11:36,"Add additional configuration options to the DIGEST authenticator
This is the fix for CVE-2011-1184

git-svn-id: https://svn.apache.org/repos/asf/tomcat/trunk@1087655 13f79535-47bb-0310-9956-ffa450edef68",9d4a4d89de340ff79c036a37864470eca9a734bb,java,5,-19802.56416,-19613.04668,-189.517478,-144548.5963,-143899.3554,-649.2408715,-299535.6349,-297539.5581,-1996.076845,-44022.60714,-44396.03571,373.4285714,25151.68468,25545.13222,-393.4475358,-170474.0809,-170645.1095,171.0286257,169041.6447,168829.6447,212,153276.4483,153101.315,175.1332744,0,0,0,0,0,0,113085.5,112873.5,212
VULAS-M,CVE-2011-5062,https://github.com/apache/tomcat55,644dfdf96cf82fcd2a2046d93f2b5495f7e94584,CWE-264,MEDIUM,2011,apache,tomcat55,8/18/11 16:49,"Add additional configuration options to the DIGEST authenticator

git-svn-id: https://svn.apache.org/repos/asf/tomcat/tc5.5.x/trunk@1159309 13f79535-47bb-0310-9956-ffa450edef68",9fb8531aa4c40b1f79371c4f42453075f36c02d0,java,5,-34533.15471,-34345.03954,-188.1151692,-142762.3746,-142112.6401,-649.7345329,-240214.5796,-238219.0727,-1995.50687,-226650.5357,-227002.9286,352.3928571,17696.98967,18092.4372,-395.4475358,-140247.1384,-140415.167,168.0286257,101172.2632,100963.2632,209,149279.8283,149108.2125,171.6157638,0,0,0,0,0,0,136394,136135.5,258.5
VULAS-M,CVE-2008-5518,https://github.com/apache/geronimo,67dda0760bb0925ead201ddd5d809ff53686d63f,CWE-22,HIGH,2009,apache,geronimo,3/25/09 15:11,"GERONIMO-4597 Validate Web Admin Console input - fixes for CVE-2008-5518, CVE-2009-0038, and CVE-2009-0039

git-svn-id: https://svn.apache.org/repos/asf/geronimo/server/trunk@758297 13f79535-47bb-0310-9956-ffa450edef68",f1bcbf2bd88a88b4bca589cde452ed7b9732377d,java,9.4,-1408.736782,-1724.133435,315.396653,-51888.07304,-52128.20266,240.1296259,-94993.95605,-95291.56234,297.6062919,-90743.67857,-91125.67857,382,-119467.3129,-119891.2679,423.954955,37639.46111,37060.46111,579,49793.46053,49387.22368,406.2368421,139747.2311,139204.1923,543.0388148,0,0,0,0,0,0,115825.5,115543.5,282
VULAS-M,CVE-2017-5638,https://github.com/apache/struts,6b8272ce47160036ed120a48345d9aa884477228,CWE-20,HIGH,2017,apache,struts,3/6/17 10:17,Uses default error key if specified key doesn't exist,f487d7e7d69c767949a59f36ceb5a45d96eb32dd,java,10,5919.993702,5922.016147,-2.022444957,-37087.91121,-37060.61274,-27.29846984,-88638.25441,-88621.52644,-16.72796669,11223.46429,11218.46429,5,-9924.811076,-9929.811076,5,-4720.953686,-4723.953686,3,22242.09211,22239.09211,3,80214.311,80209.50902,4.801986962,0,0,0,0,0,0,85892,85889,3
VULAS-M,CVE-2013-2134,https://github.com/apache/struts,711cf0201cdd319a38cf29238913312355db29ba,CWE-94,HIGH,2013,apache,struts,6/6/13 5:29,"Merged from STRUTS_2_3_14_2_X
WW-4090 Itroduces actions names' whitelisting [from revision 1488895]
WW-4090 Removes double evaluation of parsed expression [from revision 1488897]
WW-4090 Add some logging [from revision 1488899]
WW-4090 Uses warn level instead of debug [from revision 1488900]

git-svn-id: https://svn.apache.org/repos/asf/struts/struts2/trunk@1490149 13f79535-47bb-0310-9956-ffa450edef68",66d71be669f08fe47f89875ecef969d9995316bc,java,9.3,-17696.52007,-17698.53775,2.017682163,-128612.7317,-128625.6343,12.90264699,-353076.6099,-353100.9555,24.34559334,-234077.75,-234095.75,18,4072.878378,4050.603604,22.27477477,100654.9921,100633.9921,21,96790.26316,96908.80263,-118.5394737,178408.2572,178389.064,19.19328021,0,0,0,0,0,0,158875.5,158854.5,21
VULAS-M,CVE-2015-1830,https://github.com/apache/activemq,729c4731574ffffaf58ebefdbaeb3bd19ed1c7b7,CWE-22,MEDIUM,2015,apache,activemq,5/5/15 14:29,https://issues.apache.org/jira/browse/AMQ-5754 - better filename guaard fix,a37b43cca82f108a8e3f5c2803a9b50911a60979,java,5,-29555.13329,-29556.22009,1.086799131,-4211.983832,-4212.983832,1,11285.42026,11284.42026,1,-303643.4643,-303644.4643,1,50266.72178,50265.72178,1,-204837.232,-204839.232,2,-98200.36842,-98202.36842,2,138047.0736,138046.2056,0.867991308,0,0,0,0,0,0,115742.5,115740.5,2
VULAS-M,CVE-2014-1904,https://github.com/spring-projects/spring-framework,741b4b229ae032bd17175b46f98673ce0bd2d485,CWE-79,MEDIUM,2014,spring-projects,spring-framework,2/13/14 19:36,"Add encoding for the default action in FormTag

Issue: SPR-11426",0cb27f4bc50e4ce78c64176a0aec1291754cabfd,java,4.3,24901.70672,23878.53926,1023.167459,17308.80957,17317.19621,-8.38663415,-41131.22406,-41129.22915,-1.994910941,10993.82143,10988.82143,5,61474.92925,61467.92925,7,-1389.145571,-1398.145571,9,-115907.1711,-115916.1711,9,135949.0476,135942.9915,6.056137851,0,0,0,0,0,0,181718,171512,10206
VULAS-M,CVE-2017-4974,https://github.com/cloudfoundry/uaa,74b9b270787aa602196d59d58893c3a6e09816f9,CWE-89,MEDIUM,2017,cloudfoundry,uaa,4/19/17 19:54,better parsing of attributes,21dee620011210eda0202f7a15ec3ba04293758f,java,4,10146.29808,10104.80102,41.49706097,2214.607756,2190.607756,24,-3320.740458,-3326.750636,6.010178117,19518.35714,19444.35714,74,744.7877583,720.7877583,24,6573.773394,6485.773394,88,9243.171053,9155.171053,88,33206.52413,33183.5637,22.96043155,0,0,0,0,0,0,33282.5,33194.5,88
VULAS-M,CVE-2011-2204,https://github.com/apache/tomcat,763a56b45999653ce648a18462b8a826809215b1,CWE-200,LOW,2011,apache,tomcat,6/27/11 9:27,"Fix CVE-2011-2204.
Prevent user passwords appearing in log files if a runtime exception (e.g. OOME) occurs while creating a new user for a MemoryUserDatabase via JMX.

git-svn-id: https://svn.apache.org/repos/asf/tomcat/trunk@1140070 13f79535-47bb-0310-9956-ffa450edef68",83c0aea60f331eb632dcea8e9919d234903e06d1,java,1.9,-18572.33336,-19057.70625,485.3728855,-143831.5625,-145199.4209,1367.858411,-297297.4317,-301665.7471,4368.315383,-38766.64286,-38369.25,-397.3928571,25369.72893,25597.72893,-228,-169104.4318,-168904.7356,-199.6961652,169979.0658,170207.0658,-228,153828.9405,153430.2964,398.6440832,0,0,0,0,0,0,114099,114327,-228
VULAS-M,CVE-2015-1427,https://github.com/elastic/elasticsearch,764fda6420a0aa10db4abef15429b5e77b9be8bf,CWE-284,HIGH,2015,elastic,elasticsearch,2/11/15 12:21,[TEST] make sandbox settings explicit in Tests,0b0cd1c46cb5d1483ec83b8efa0c0088a8f8ef01,java,7.5,20867.04105,20867.04105,0,-62437.85263,-62437.85263,0,-195047.959,-195047.959,0,3163.5,3163.5,0,-58289.35268,-58289.35268,0,-144276.983,-144276.983,0,263284,263284,0,189481.0578,189481.0578,0,0,0,0,0,0,0,212794,212794,0
VULAS-M,CVE-2016-0763,https://github.com/apache/tomcat,76ebc9007567c8326217dd94844540e1e27d8468,CWE-264,MEDIUM,2016,apache,tomcat,1/21/16 12:47,"Protect initialization of ResourceLinkFactory when running with a SecurityManager.

git-svn-id: https://svn.apache.org/repos/asf/tomcat/trunk@1725926 13f79535-47bb-0310-9956-ffa450edef68",0a6502c6b1d889fd69aa389eedb34215f593e58e,java,6.5,-12103.1054,-12106.98765,3.882243396,-159097.7967,-159102.7967,5,-348376.8419,-348381.8419,5,-29226.46429,-29230.46429,4,27799.88209,27794.88209,5,-171419.5079,-171424.5079,5,220411.3026,220406.3026,5,176859.872,176855.0496,4.82243396,0,0,0,0,0,0,162018.5,162013.5,5
VULAS-M,CVE-2016-2510,https://github.com/beanshell/beanshell,7c68fde2d6fc65e362f20863d868c112a90a9b49,CWE-19,MEDIUM,2016,beanshell,beanshell,2/3/16 1:03,Prevent deserialization of Handler,65a3c86837f0cff718fc9d389543e5ad59b527cd,java,6.8,-6592.450262,-6594.740052,2.289789953,-22258.62755,-22261.62755,3,-65799.82142,-65802.82142,3,-3676.892857,-3678.892857,2,-9840.14017,-9843.14017,3,-11574.45808,-11577.45808,3,7399.618421,7396.618421,3,20852.31903,20849.42113,2.897899527,0,0,0,0,0,0,18973.5,18970.5,3
VULAS-M,CVE-2016-3674,https://github.com/x-stream/xstream,7c77ac0397a1f93c69d2776a13c31957f55d1647,CWE-200,MEDIUM,2016,x-stream,xstream,10/1/15 7:24,Fix XXE vulnerability for JDom parsers. ,2b1568bd72baf71254190b74dd1204d47f630e30,java,5,4225.350977,4222.169868,3.181109229,-1889.771143,-1911.264805,21.49366145,-11954.93296,-11977.93296,23,7939.178571,7956.25,-17.07142857,5458.262321,5435.262321,23,7489.264708,7465.264708,24,1844.078947,1933.039474,-88.96052632,15700.92933,15678.57995,22.34938573,0,0,0,0,0,0,17666.5,17642.5,24
VULAS-M,CVE-2017-5664,https://github.com/apache/tomcat,7d93527254d9e9371b342800617f20d13c8b85ad,CWE-755,MEDIUM,2017,apache,tomcat,5/2/17 13:30,"Ensure that when the Default or WebDAV servlets process an error dispatch that the error resource is processed via the doGet() method irrespective of the method used for the original request that triggered the error.

git-svn-id: https://svn.apache.org/repos/asf/tomcat/tc7.0.x/trunk@1793491 13f79535-47bb-0310-9956-ffa450edef68",d71140268e3a7b66d8dd89f12673a1da329df628,java,5,-8599.412254,-8593.740239,-5.672014756,-145028.8313,-144990.5811,-38.25015922,-326992.2609,-326900.1815,-92.07934305,-11589.71429,-11599.71429,10,20801.78113,20790.78113,11,-187495.9273,-187509.9273,14,222048.5395,222034.5395,14,177839.7906,177829.1813,10.60935471,0,0,0,0,0,0,164422.5,164408.5,14
VULAS-M,CVE-2013-1768,https://github.com/apache/openjpa,7f14c7df6b7c7ef42f0671138b9b5dd062fe99aa,CWE-264,HIGH,2013,apache,openjpa,3/27/13 22:10,"Disable logging during brokerfactory de-serialization.  Added type checking of plugin values.

git-svn-id: https://svn.apache.org/repos/asf/openjpa/trunk@1461876 13f79535-47bb-0310-9956-ffa450edef68",5c1421cf09d4628064510e6b29c485a749b5f574,java,7.5,-70611.30994,-70588.98101,-22.32892897,-66084.92094,-66091.61073,6.689783743,-250680.4068,-250676.9921,-3.41475827,-30984.32143,-31001.32143,17,-46244.82856,-46240.80604,-4.022522523,-273656.1992,-273504.0204,-152.1788479,-334924.8421,-334795.0132,-129.8289474,169732.4197,169712.9537,19.46600265,0,0,0,0,0,0,126730,126707,23
VULAS-M,CVE-2016-0762,https://github.com/apache/tomcat,86b2e436099cb48f30dad950175c5beeeb763756,CWE-264,MEDIUM,2016,apache,tomcat,8/30/16 22:55,"Make timing attacks against the Realm implementations harder. (schultz)

git-svn-id: https://svn.apache.org/repos/asf/tomcat/trunk@1758499 13f79535-47bb-0310-9956-ffa450edef68",f603f2f4595073f9490e01699d2083112a7c09a7,java,4.3,-9153.159291,-9153.213223,0.053932015,-152906.6276,-152906.17,-0.457598423,-328510.9744,-328509.8344,-1.139949109,-20491.32143,-20495.32143,4,22920.71039,22921.25994,-0.54954955,-178337.0419,-178323.8704,-13.17152994,222049.4737,222045.4737,4,178548.6884,178544.8305,3.857947168,0,0,0,0,0,0,165195.5,165191.5,4
VULAS-M,CVE-2017-12196,https://github.com/undertow-io/undertow,8804170ce3186bdd83b486959399ec7ac0f59d0f,CWE-863,MEDIUM,2017,undertow-io,undertow,12/10/17 23:51,UNDERTOW-1190 handle absolute URI in the digest mechanism,4ab466d6ce89c217443431ed0c10e66ae44e55c4,java,4.3,-11047.3039,-11046.37167,-0.932224067,-52026.83795,-51917.64407,-109.1938794,-100941.4478,-100874.5359,-66.91186676,-18922.14286,-18937.14286,15,-14813.31081,-14833.31081,20,-42220.42071,-42241.42071,21,-39599.36842,-39620.36842,21,73985.98955,73966.70604,19.28350545,0,0,0,0,0,0,84064.5,83994,70.5
VULAS-M,AMQ-5751,https://github.com/apache/activemq,886e2d4d97555e2f10276616389a5d1f915bad18,,,2015,apache,activemq,5/1/15 19:02,"Adding a configuration option to PolicyEntry to enable setting the maximum number of created destinations by policy on the broker.

This resolves https://issues.apache.org/jira/browse/AMQ-5751",eaf5c12151552e01c7de31bdcc8b96d8cbd3a1c6,java,,-30881.75058,-30886.81255,5.061973835,-5537.855497,-5595.01162,57.15612268,4086.980199,4022.534906,64.44529262,-303785.6786,-303865.6786,80,55408.15474,55320.97907,87.17567568,-210603.5408,-210435.2528,-168.2880092,-106510.0921,-106251.6316,-258.4605263,140375.0263,140293.4351,81.59118293,0,0,0,0,0,0,117749.5,117642.5,107
VULAS-M,CVE-2017-12624,https://github.com/apache/cxf,8bd915bfd7735c248ad660059c6b6ad26cdbcdf6,NVD-CWE-noinfo,MEDIUM,2017,apache,cxf,10/3/17 10:53,CXF-7507 - Put a configurable limit on the size of attachment headers,487b5f3f1ad43e4c2f9583b35f1967950dec0cd5,java,4.3,-15509.11846,-14459.86312,-1049.255339,-115554.3823,-115568.5266,14.1442521,-208915.2602,-208916.2993,1.039093222,-57980.42857,-58015.42857,35,-37372.52014,-37374.12374,1.603603604,-207116.9625,-206939.7875,-177.174998,-88762.36842,-88602.73684,-159.6315789,266473.7376,266438.2713,35.46624133,0,0,0,0,0,0,294137,304380,-10243
VULAS-M,CVE-2014-0225,https://github.com/spring-projects/spring-framework,8e096aeef55287dc829484996c9330cf755891a1,CWE-611,MEDIUM,2014,spring-projects,spring-framework,5/20/14 2:45,"Disable URL resolution in DTD declarations

Issue: SPR-11768",61b47ba7d90ecaf37c61ecacc1fb19de57ed4b1b,java,6.8,22200.89426,22197.69101,3.203246499,14665.71988,14636.03126,29.68862197,-48253.54656,-48291.40662,37.86005089,18653,18716.21429,-63.21428571,58637.16693,58607.81558,29.35135135,-3329.942329,-3398.942329,69,-124929.9737,-124753.1184,-176.8552632,140184.0183,140146.8163,37.20198966,0,0,0,0,0,0,166382.5,166313.5,69
VULAS-M,CVE-2014-8122,https://github.com/weld/core,8e413202fa1af08c09c580f444e4fd16874f9c65,CWE-362,MEDIUM,2014,weld,core,12/3/14 13:21,"WELD-1802 An exception during context deactivation/dissociation should
not abort further procesing",00bdcbaffe1c8bc75a0d25d8dddecff396eda1c4,java,4.3,15819.9137,15806.20726,13.70643257,17927.64344,17904.41883,23.22460658,10451.59783,10420.2948,31.3030303,17477.53571,17462.53571,15,9767.625596,9751.625596,16,-709.0630987,-707.2076415,-1.855457227,35134.42105,35115.42105,19,31035.37643,31019.98428,15.39214602,0,0,0,0,0,0,37114,37095,19
VULAS-M,CVE-2017-8046,https://github.com/spring-projects/spring-data-rest,8f269e28fe8038a6c60f31a1c36cfda04795ab45,CWE-20,HIGH,2017,spring-projects,spring-data-rest,9/8/17 9:25,"DATAREST-1127 - Patch operations now always verify paths before operation application.

Previously the SpEL expresssion created from JSON Patch path expressions were executed without double checking whether these paths actually exist on the target object in the first place. This is now in place.",f49b54418d015cf6619ae0cd7cca936407eb47df,java,7.5,4644.728182,4666.466823,-21.73864049,5101.769277,5090.769277,11,5624.74439,5613.74439,11,7465.714286,7457.714286,8,-26.63804981,-37.63804981,11,8020.035463,8317.035423,-296.9999601,1423.644737,1409.644737,14,7113.011721,7102.398166,10.6135552,0,0,0,0,0,0,11725,11711,14
VULAS-M,CVE-2012-2098,https://github.com/apache/commons-compress,8f702469cbf4c451b6dea349290bc4af0f6f76c7,CWE-310,MEDIUM,2012,apache,commons-compress,5/20/12 18:50,"[CVE-2012-2098] Actually this shift is supposed to be unsigned.

Kudos to Findbugs:
http://findbugs.sourceforge.net/bugDescriptions.html#IM_AVERAGE_COMPUTATION_COULD_OVERFLOW


git-svn-id: https://svn.apache.org/repos/asf/commons/proper/compress/trunk@1340799 13f79535-47bb-0310-9956-ffa450edef68",bbb461e01f3cc687fd6c3dab71ac215df588d1cc,java,5,1773.341479,2030.501992,-257.1605134,-4595.644608,-3809.392973,-786.2516344,-5788.191672,-5339.912977,-448.2786954,5816.107143,5509.821429,306.2857143,-690.2760996,1736.264441,-2426.540541,-1442.158747,-1656.158747,214,12192,11978,214,7326.078772,7184.89875,141.180022,0,0,0,0,0,0,4915.5,4701.5,214
VULAS-M,CVE-2015-5204,https://github.com/apache/cordova-plugin-file-transfer,8fcdb1aa3deb892691b44bdf57e8d780da09e2a4,CWE-20,MEDIUM,2015,apache,cordova-plugin-file-transfer,9/8/15 18:19,"Found issue where : is accepted as a valid header, this is obviously wrong",cebdae3a402b595c280c722e7f851993f6d5b2c5,java,4.3,-950.325426,-967.1539974,16.82857143,-5753.484743,-5753.484743,0,-7829.98316,-7829.98316,0,-7337.821429,-7488.107143,150.2857143,-2234.018018,-2234.018018,0,4103.330383,4097.330383,6,4151,4145,6,3028.722706,3028.722706,0,0,0,0,0,0,0,2369,2363,6
VULAS-M,CVE-2017-5651,https://github.com/apache/tomcat,9233d9d6a018be4415d4d7d6cb4fe01176adf1a8,NVD-CWE-noinfo,HIGH,2017,apache,tomcat,3/24/17 20:51,"Fix https://bz.apache.org/bugzilla/show_bug.cgi?id=60918
When sendfile processing passes to the Poller for completion and then completes before Http11Processor.service() exists, the Processor is recycled which clears sendfileData causing the Processor to return CLOSED or OPEN rather than SENDFILE.

git-svn-id: https://svn.apache.org/repos/asf/tomcat/trunk@1788544 13f79535-47bb-0310-9956-ffa450edef68",e0dcf76bcb25bf191609e19a3a05518bbedb34b5,java,7.5,-8046.811075,-8053.231026,6.419951206,-145087.8516,-145103.737,15.88542046,-322323.2402,-322397.3767,74.13652556,-13320.28571,-13316.28571,-4,21350.04319,21355.04319,-5,-183766.9876,-183762.9876,-4,221396.5395,221400.5395,-4,177612.1717,177616.9942,-4.82243396,0,0,0,0,0,0,163671.5,163675.5,-4
VULAS-M,CVE-2017-15719,https://github.com/sebfz1/wicket-jquery-ui,936c12a2db262cf471c781f0d3c0d0ad61c35c7b,CWE-79,MEDIUM,2017,sebfz1,wicket-jquery-ui,12/27/17 22:19," Kendo UI: Editor, added OWASP sanitizer

Kendo UI: **API BREAK** Editor model object is now String type (no more generic T)",96d55ac0cf25b8cb9b71a8b569dfe9593c9ad273,java,4.3,6005.567322,6006.46842,-0.901098194,9042.208815,9016.208815,26,26723.85542,26697.85542,26,-46505.57143,-46385.28571,-120.2857143,18127.84552,18101.84552,26,30384.71269,30350.71269,34,-52071.13158,-52012.10526,-59.02631579,27909.75378,27885.45273,24.30104813,0,0,0,0,0,0,46444,46410,34
VULAS-M,CVE-2013-0158,https://github.com/jenkinsci/jenkins,94a8789b699132dd706021a6be1b78bc47f19602,NVD-CWE-noinfo,LOW,2013,jenkinsci,jenkins,1/6/13 0:55,"[SECURITY-49] actively invalidate bad API tokens.

If the user still has the API token that's generated from secret.key,
don't accept that.

Hopefully this is the last fix",31d2e03d478c7e30f8a5b05d8f3bd07b868d9525,java,2.6,9674.836238,9358.881146,315.9550918,8761.233623,8589.87827,171.3553526,-6117.595374,-6286.684895,169.0895212,42908.25,42662.64286,245.6071429,25861.86169,25489.8752,371.9864865,-50279.35786,-50472.88219,193.5243247,-42643.44737,-43303.86842,660.4210526,55809.91768,55149.35064,660.5670373,0,0,0,0,0,0,62447.5,61760.5,687
