Dataset,Code,Project,sha,owner,project,sha-p,sha-reg,sha-reg-p,main_fix,main_prev,diff,Write Short Units of Code-fix,Write Short Units of Code-prev,Write Short Units of Code-diff,Write Simple Units of Code-fix,Write Simple Units of Code-prev,Write Simple Units of Code-diff,Write Code Once-fix,Write Code Once-prev,Write Code Once-diff,Keep Unit Interfaces Small-fix,Keep Unit Interfaces Small-prev,Keep Unit Interfaces Small-diff,Separate Concerns in Modules-fix,Separate Concerns in Modules-prev,Separate Concerns in Modules-diff,Couple Architecture Components Loosely-fix,Couple Architecture Components Loosely-prev,Couple Architecture Components Loosely-diff,Keep Architecture Components Balanced-fix,Keep Architecture Components Balanced-prev,Keep Architecture Components Balanced-diff,Keep Your Codebase Small-fix,Keep Your Codebase Small-prev,Keep Your Codebase Small-diff,Automate Tests-fix,Automate Tests-prev,Automate Tests-diff,Write Clean Code-fix,Write Clean Code-prev,Write Clean Code-diff
VULAS,CVE-2018-1000548,https://github.com/umlet/umlet,e1c4cc6ae692cc8d1c367460dbf79343e996f9bd,umlet,umlet,66984741d0ca00d8c94d5329c9344157b51bc380,8cd639c6432f39e04fdbb678fc8cb75b3d033fa5,a3947d00538db94d80b6cceaf394169513f014b2,30.109670030917822,75.16021088015778,-45.05054084923995,-9759.253967918294,-9769.253967918294,10.0,-26757.025167707612,-26767.025167707612,10.0,-1582.5357142857138,-1608.5714285714275,26.035714285713766,4923.040275569688,4917.589825119238,5.4504504504493525,-15735.72119907518,-15206.452305123008,-529.2688939521722,21238.0,21228.0,10.0,11884.59247372629,11877.31515300268,7.277320723609591,0.0,0.0,0.0,0.0,0.0,0.0,16090.0,16080.0,10.0
SECBENCH,,https://github.com/realm/realm-cocoa,e20ecff78ffe34cbfb5d6fcfcf334deef82803d3,realm,realm-cocoa,d24a6b33ee7048dca2e6cd94ac3ed4a2904644d7,aa9ebc1c351ebc22911ea0d5a427dbba3c19896a,a18153f10893659d6bc55f56772d3a73be83aef4,-5262.148320228732,-5129.825826721309,-132.32249350742313,-22153.110592673645,-22049.193113884838,-103.91747878880778,-60823.537173259305,-60685.08170252139,-138.45547073791386,-8843.535714285714,-8655.535714285714,-188.0,7303.6210916799155,7450.949920508744,-147.3288288288286,8914.263562817592,9107.263562817592,-193.0,-1261.3684210526299,-1068.3684210526299,-193.0,12070.184044486465,12236.707201205152,-166.52315671868746,0.0,0.0,0.0,0.0,0.0,0.0,12172.0,12365.0,-193.0
VULAS,CVE-2018-19859,https://github.com/OpenRefine/OpenRefine,e243e73e4064de87a913946bd320fbbe246da656,OpenRefine,OpenRefine,de86a162fa639af34f5f17e0ed840bd5d9ef4c9b,5db6ee8ae5ec49d15e001cf6fbd928315677cc05,b54f7162a87ea5deeaae5c1eca14d8d037b50f03,3218.30480989387,3210.6770778215086,7.627732072361141,-22641.307069251572,-22651.307069251572,10.0,-33002.45528568124,-33012.45528568124,10.0,-2078.0714285714275,-2087.0714285714275,9.0,5087.280604133545,5077.280604133545,10.0,17460.219661207553,17450.219661207553,10.0,27012.0,27002.0,10.0,16303.381617101837,16296.104296378226,7.27732072361141,0.0,0.0,0.0,0.0,0.0,0.0,24042.0,24032.0,10.0
VULAS,CVE-2013-2185,https://github.com/apache/tomcat,e246e5fc13307da0a5d3bbf860d64d97be1c40f8,apache,tomcat,a5f369ad9fb32ecf8430cc28c91eb9f4dab6af76,3d97fa88c5ac2f0044ee83f7019c29f6ff13c71f,e59cda643ee92784c0be6b55caca614a5b9b46fa,-10941.397361744028,-10941.397361744028,0.0,-157287.76033819286,-157287.76033819286,0.0,-340636.147258848,-340636.147258848,0.0,-23693.17857142855,-23693.17857142855,0.0,21653.558293587714,21653.558293587714,0.0,-173782.5458989497,-173782.5458989497,0.0,221640.47368421053,221640.47368421053,0.0,178251.6264721806,178251.6264721806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164440.0,164440.0,0.0
VULAS-M,CVE-2014-0230,https://github.com/apache/tomcat,e28dd578fad90a6d5726ec34f3245c9f99d909a5,apache,tomcat,c8c7e8d528749ff2968f069e19d19cb0dde07214,440b8acc6286ec0a15df2d09593fda658485b154,c64de20dddcb176d3fd7b6da3700f1a59b16c010,-18439.70732200032,-18413.586797539218,-26.120524461101013,-161788.2934687453,-161768.65586885027,-19.637599895038875,-349398.04695813096,-349435.9171871386,37.870229007618036,-25858.07142857142,-25787.82142857142,-70.25,24086.301536830968,24025.301536830968,61.0,-171719.57839977843,-171238.36770981507,-481.21068996336544,193802.0394736842,193726.0394736842,76.0,172542.07602470776,172483.05320846796,59.022816239797976,0.0,0.0,0.0,0.0,0.0,0.0,133936.5,133860.5,76.0
VULAS-M,CVE-2016-9878,https://github.com/spring-projects/spring-framework,e2d6e709c3c65a4951eb096843ee75d5200cfcad,spring-projects,spring-framework,bd7fee5a7745436ad40798739f89e9c3222b62cd,c0ddaae5c0272af8b4eeb330bb8660da7411e99d,62c923711d86bad0cd662bd6afba1ac87a727440,22620.63561112075,22594.271310805805,26.364300314944558,26420.75602754958,26409.954118142403,10.801909407178755,-41504.3751098774,-41415.090122600035,-89.28498727736587,26999.10714285716,26976.10714285716,23.0,56721.78484366721,56708.78484366721,13.0,-49531.385421518375,-49976.79704553178,445.4116240134026,-213082.64473684208,-212901.01315789472,-181.63157894735923,181570.61336537142,181559.2673294178,11.346035953611135,0.0,0.0,0.0,0.0,0.0,0.0,238612.5,238581.5,31.0
SECBENCH,CVE-2016-6304,https://github.com/openssl/openssl,e408c09bbf7c3057bda4b8d20bec1b3a7771c15b,openssl,openssl,a449b47c7d8e20efc8cc524ed695a060b11ef889,33ac8b31392c33d78a5b8d6188fe8e26f94544df,244847591f359be542d8d0fe995c349103cc7ac6,-154201.72858965528,-154196.6238727368,-5.10471691848943,-433051.4770182549,-433035.09793634986,-16.379081905062776,-833727.8097154753,-833677.3729354615,-50.43678001384251,-82575.14285714284,-82576.14285714284,1.0,-374175.4928457869,-374178.4928457869,3.0,-13462.729159061244,-13465.729159061244,3.0,-109655.8552631579,-109658.8552631579,3.0,138792.72096232636,138789.95226959232,2.768692734040087,0.0,0.0,0.0,0.0,0.0,0.0,165838.5,165835.5,3.0
SECBENCH,,https://github.com/php/php-src,e41f600365fe9f27727a62a850a4d55416ae856f,php,php-src,c22da81b71abe8c41a94fdea4e95a2bca8ec926d,5dd3306551a4ba47beedaeca8e623f066460f16e,74b8bc2e9936682d0d7acd34ce1ee774127739bf,-589784.9671967033,-589779.0729803547,-5.894216348649934,-1236031.2154910427,-1236020.296103106,-10.919387936592102,-2844035.905482304,-2844002.2809622944,-33.62452000938356,-653625.2142857143,-653663.2857142857,38.07142857136205,-1063642.3924218337,-1063582.0368309487,-60.35559088503942,-448988.5551828027,-448990.5551828027,2.0,-189359.86842105258,-189361.86842105258,2.0,430329.9793177169,430328.09341094375,1.8859067731536925,0.0,0.0,0.0,0.0,0.0,0.0,107503.5,107501.5,2.0
SECBENCH,CVE-2010-4335,https://github.com/cakephp/cakephp,e431e86aa4301ced4273dc7919b59362cbb353cb,cakephp,cakephp,eb76ab95f23ba9daa2b97b365f63a783a7d302cc,3692f761e10d06ada1fb38981c184555e8f4af8a,829778dfb7aede1886b74e07310f835449e13da4,22764.820001374697,22762.424539173495,2.395462201202463,-1310.151647638184,-1312.151647638184,2.0,-6701.8341429562815,-6703.8341429562815,2.0,24555.571428571428,24551.571428571428,4.0,22199.155802861686,22197.155802861686,2.0,33473.55067620019,33469.55067620019,4.0,53415.35526315789,53411.35526315789,4.0,46604.05263355026,46602.098011538204,1.9546220120537328,0.0,0.0,0.0,0.0,0.0,0.0,55412.5,55408.5,4.0
SECBENCH,CVE-2013-4263,https://github.com/FFmpeg/FFmpeg,e43a0a232dbf6d3c161823c2e07c52e76227a1bc,FFmpeg,FFmpeg,bc4e7985628134496104e32f37f811aab4f68c55,e9cd8f4d20cfe47bef5a2e95ace6b75a347eca68,c1e7fb60d1ea397e4833b71cf50825a0f2a5b61e,6658.000012338653,6289.458400767082,368.5416115715707,-487287.19908371434,-488668.8835560363,1381.6844723219401,24540.98172565348,20279.239093222302,4261.742632431178,54185.107142857145,54548.107142857145,-363.0,97480.50450450451,97872.50450450451,-392.0,97558.0,97959.0,-401.0,97605.0,98006.0,-401.0,91723.60583408573,91773.11682312314,-49.51098903741513,0.0,0.0,0.0,0.0,0.0,0.0,90774.0,91125.5,-351.5
VULAS,CVE-2018-1999044,https://github.com/jenkinsci/jenkins,e5046911c57e60a1d6d8aca9b21bd9093b0f3763,jenkinsci,jenkins,8697bdff0342421e22230028d84aaa265719e86c,f27973c6b3ac2670751e7e57e415f5ac08cafca8,efbfd134832f8aa788fd171e4f9c9a784b771eec,5577.535425671367,5579.7032280102685,-2.1678023389013106,6547.374964465541,6547.374964465541,0.0,-3475.658477908861,-3475.658477908861,0.0,31832.678571428572,31830.678571428572,2.0,12894.834658187598,12894.834658187598,0.0,-41743.8512485471,-41729.46269884229,-14.38854970481043,-36569.0394736842,-36557.75,-11.289473684199038,41108.515262772125,41108.515262772125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45180.5,45178.5,2.0
VULAS,CVE-2014-3579,https://github.com/apache/activemq-apollo,e5647554e6801a522c508a8eb457979a9af8c398,apache,activemq-apollo,e29cfd509d8c5f871b140b1392797f7f39568cd1,c5a9c3b005e7f63917046ecd4e0683a820ab40a6,65aaf006f8761be512297c8dc5a376001f6a1ad5,2730.437094844164,2730.037094844164,0.40000000000009095,-7177.7379210896615,-7177.7379210896615,0.0,-17087.20208188758,-17087.20208188758,0.0,7167.214285714286,7166.214285714286,1.0,24087.409379968205,24087.409379968205,0.0,-15154.544430317597,-15155.544430317597,1.0,-31372.368421052626,-31373.368421052626,1.0,33091.600137106616,33091.600137106616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33750.0,33749.0,1.0
VULAS,CVE-2017-13309,https://github.com/google/conscrypt,e56958e7dea05c1784317f139e2216e2e707d391,google,conscrypt,4e3eee474dc9ad633e4f5dd21142f4da0eeeb866,025ca3e0b07a39ab8f0d41aa1bb24719a12d8ee5,09debe6f28bab3cfc99036772081475813cd71fa,-294.4748057133659,-280.4587954406967,-14.016010272669234,-5830.952469772974,-5810.584929694946,-20.36754007802756,-8235.832061068702,-8182.017580383992,-53.81448068471036,-4803.5,-4817.5,14.0,-40076.81478537361,-40091.54001059883,14.725225225221948,-596.7268491127355,-449.37286681185043,-147.3539823008851,23733.0,23715.0,18.0,18538.07810819436,18521.427433082652,16.65067511170855,0.0,0.0,0.0,0.0,0.0,0.0,14328.0,14310.0,18.0
SECBENCH,,https://github.com/Graylog2/graylog2-server,e572b56aa6c45a4a3f1d26fbed9e11dcbe3b58cc,Graylog2,graylog2-server,f1ab40d91f12dc9b1a50d633a21c5cd67c7aca36,0907d09d90e2bc602ad1e6dd5d351b1919a8ac6e,543827fc18af8be244f0756277d1fa962418338f,1334.8751187832993,1332.7796149003914,2.095503882907906,-733.1489692809292,-729.1829367592585,-3.9660325216707406,229.15387462410376,232.06944251677086,-2.9155678926670987,2419.785714285714,2414.785714285714,5.0,2274.182564917859,2270.182564917859,4.0,2086.952563182652,2081.952563182652,5.0,2621.2631578947367,2616.2631578947367,5.0,2828.5622822088562,2824.725642965439,3.8366392434172667,0.0,0.0,0.0,0.0,0.0,0.0,1622.0,1617.0,5.0
VULAS,CVE-2018-1000632,https://github.com/dom4j/dom4j,e598eb43d418744c4dbf62f647dd2381c9ce9387,dom4j,dom4j,565f4f4a400216ed763760eb8ec803c79fbc830b,ab44ce6af0fcf20f464a244dab126a9a9e1434c0,a37228d4ca40c842f8993e729cb35db6dac83fbd,3985.270194183464,3985.270194183464,0.0,8091.495526841161,8091.495526841161,0.0,9162.652185981957,9162.652185981957,0.0,-10999.0,-10999.0,0.0,13078.472972972973,13078.472972972973,0.0,-17838.407377568532,-17838.407377568532,0.0,5326.605263157895,5326.605263157895,0.0,16732.883370449184,16732.883370449184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16298.0,16298.0,0.0
SECBENCH,,https://github.com/MPOS/php-mpos,e5c97201741671a45bae2334eec49739c7495f59,MPOS,php-mpos,9ccb5e15bc2383c30e160b0fd3a71b84e6b14acb,2a24f90ed00aa1862a35b0b8f83997f108258a78,003b8c79b6b6dc9f8c8ad6c4a352b542087e9e45,-20975.145873349746,-20968.555800079306,-6.590073270439461,-82998.09378366455,-83002.09378366455,4.0,-180062.87087670597,-180066.87087670597,4.0,-27977.107142857138,-27981.107142857138,4.0,-19725.62374138845,-19631.80842607313,-93.815315315318,11423.24200329813,11419.24200329813,4.0,22548.368421052633,22544.368421052633,4.0,37642.6263867679,37638.71180415696,3.9145826109379414,0.0,0.0,0.0,0.0,0.0,0.0,29398.0,29394.0,4.0
SECBENCH,,https://github.com/edx/edx-platform,e5ca9618ea5ae9f2fc11ea5a8c9f479b1430d84c,edx,edx-platform,79c1cf19a065b99d896b81b292b588762bedc6db,f70e702503e67dbff48804b9db5ccd582730c288,bd54cd8c573cc1c336228ef295a00080e17e86db,10766.665555043255,10766.019409455115,0.6461455881399161,-69788.29806479857,-69789.29806479857,1.0,-66947.82951653944,-66948.82951653944,1.0,-53382.53571428571,-53383.53571428571,1.0,-50422.42845786963,-50423.42845786963,1.0,92733.22113613381,92733.71081165003,-0.48967551621899474,86361.05263157895,86360.05263157895,1.0,86902.97353621313,86902.02240481552,0.9511313976108795,0.0,0.0,0.0,0.0,0.0,0.0,82210.5,82209.5,1.0
SECBENCH,,https://github.com/openssl/openssl,e5cb2603652b868225adc1db3db531a07c13b562,openssl,openssl,6aecef815c3c989f6fa2a7b6edf2984e76306622,0ddd3ea217f32edf07653316997dc1e523eada5e,6a8517f2746a5f58cf1c1173fbb771dbe92d2c64,-179478.50699088228,-179478.50699088228,0.0,-537971.0958853276,-537971.0958853276,0.0,-955920.0183206106,-955920.0183206106,0.0,-109175.07142857142,-109175.07142857142,0.0,-419053.5996290408,-419053.5996290408,0.0,-14491.24120813873,-14491.24120813873,0.0,-130688.69736842101,-130688.69736842101,0.0,168607.65393128723,168607.65393128723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,203907.0,203907.0,0.0
SECBENCH,,https://github.com/curl/curl,e5d8693865b44ecfbafbe15a7850d6e8dbb051e9,curl,curl,46c92c0b806da041d7a5c6fb64dbcdc474d99b31,5341c6566709b8976d8e491cbab6678fc779b953,25233d94780da7cbc1a4b74b98e46ed055d0c784,-90747.25402914204,-90748.69180941746,1.4377802754170261,-273934.6850443978,-273935.17870584445,0.4936614466714673,-630791.5404580153,-630793.5404580153,2.0,-31208.214285714275,-31210.214285714275,2.0,-153773.61181770003,-153775.61181770003,2.0,-13261.950488215274,-13263.950488215274,2.0,8468.36842105264,8466.36842105264,2.0,88287.09338156949,88285.2092402621,1.8841413073823787,0.0,0.0,0.0,0.0,0.0,0.0,98742.0,98740.0,2.0
VULAS,CVE-2018-17193,https://github.com/apache/nifi,e62aa0252dfcf34dff0c3a9c51265b1d0f9dfc9f,apache,nifi,9742dd2fac42d4afb8b1e009535ed50c02373493,5b409d6facd92d288f87c0b379f9cb8b8cafb631,d18c98ce780447b2059872a45a0200f578587d4e,-9464.922400649713,-9438.138683542851,-26.78371710686224,-285443.85537980864,-285338.11722872994,-105.7381510786945,-380062.97099236643,-380036.02188295167,-26.94910941476701,-334203.2857142857,-333768.32142857136,-434.964285714319,-115114.96608373079,-115166.5922098569,51.62612612610974,52229.07437153038,52166.07437153038,63.0,241821.34210526317,241758.34210526317,63.0,296737.93768690084,296678.7494378878,59.18824901303742,0.0,0.0,0.0,0.0,0.0,0.0,429387.5,429324.5,63.0
SECBENCH,,https://github.com/josh/rails,e63be2769c039e4e9ada523a8497ce3206cc8a9b,josh,rails,6daa46621b7145fcf948f48bed01d3cfe9221613,214d236e7d9967a887fecee6e24d4c96c4a344dc,111738737674121343fb1aba2f7883e682d205c1,809.3194286142882,809.6139539224719,-0.2945253081836654,818.9302251311759,821.9302251311759,-3.0,3746.313532269258,3749.313532269258,-3.0,7800.392857142859,7802.392857142859,-2.0,12617.683094859567,12625.232644409116,-7.5495495495488285,-1889.7439460886114,-1891.212972637284,1.469026548672673,-50275.434210526306,-50292.368421052626,16.934210526320385,23198.55273335494,23201.35167396222,-2.7989406072811107,0.0,0.0,0.0,0.0,0.0,0.0,12076.5,12079.5,-3.0
SECBENCH,CVE-2015-0286,https://github.com/openssl/openssl,e677e8d13595f7b3287f8feef7676feb301b0e8a,openssl,openssl,d3cc5e610d1719a35cda52c9152134b490a8c944,3a8a0a3945688dea8fa1136db53e2dbfef3b0a9e,c5d4ab7e35d856c6b3c394b82be07a675b5da661,-114843.55433882866,-114843.55433882866,0.0,-317260.8489227767,-317260.8489227767,0.0,-607860.6266944251,-607860.6266944251,0.0,-65270.14285714284,-65270.14285714284,0.0,-286566.0249072602,-286566.0249072602,0.0,-12371.380277109894,-12371.380277109894,0.0,-86677.0789473684,-86677.0789473684,0.0,105539.0592177965,105539.0592177965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122031.5,122031.5,0.0
VULAS-M,CVE-2011-2526,https://github.com/apache/tomcat55,e67f6882118f2a8285e4e8acd050dad64a3ef3e4,apache,tomcat55,1669cb24ff2c825ce0e1a7ad1ad18b19e202bbda,66351c66129d7761f538141d1079c552d8f3e994,cdfacdbc80819b175ce97b70e92eebcd29939d38,-34300.477713159904,-34305.36831137327,4.8905982133655925,-141659.00672230724,-141663.69650605074,4.689783743495354,-237848.90552856814,-237867.90552856814,19.0,-226515.53571428568,-226530.53571428568,15.0,17835.711976682567,17816.711976682567,19.0,-140160.20130330606,-140184.20130330606,24.0,100680.26315789475,100656.26315789475,24.0,148859.8970022908,148841.68080390064,18.21619839014602,0.0,0.0,0.0,0.0,0.0,0.0,135803.0,135878.0,-75.0
SECBENCH,CVE-2010-3870,https://github.com/php/php-src,e69b1ff2c43fbfd672097e9f8b25dead81f34ccf,php,php-src,da400e7500e236a332b8104b373e60e842bbd63e,5ea43ad90c98e62bb920cee6983c0eeba86dd5bb,7d720944b06f3f2520f77292e9bb9d80c4a90da5,-464862.96337179467,-107480.52556067763,-357382.43781111704,-1100974.816710418,-610391.1032617483,-490583.71344866976,-2533971.7892204486,-677415.5214897062,-1856556.2677307422,-819049.857142857,-351804.75,-467245.10714285704,-835263.9467408585,95714.404345522,-930978.3510863804,-116839.76872191239,110477.1313880252,-227316.9001099376,174018.64473684214,123955.52631578948,50063.118421052655,390503.40008170565,117345.05709534156,273158.3429863641,0.0,0.0,0.0,0.0,0.0,0.0,192948.5,117314.0,75634.5
SECBENCH,SECOAUTH-36,https://github.com/spring-projects/spring-security-oauth,e703d747af332746895a02f75045c68255395c5c,spring-projects,spring-security-oauth,0da337aef2979db848bc2e091a2b2a206412c62c,8220da2c50228e0a0e1e893e2c341b2c5e5632bc,27f9f1d616dc56b278414a021b54df5ddcfd2aee,4430.775803193104,4423.910809069515,6.8649941235889855,-175.57022526567744,-184.57022526567744,9.0,-5799.425630349294,-5808.425630349294,9.0,-558.2857142857138,-564.2857142857138,6.0,4715.750397456281,4706.750397456281,9.0,13006.31373968286,12997.31373968286,9.0,2682.3289473684217,2673.3289473684217,9.0,14414.646517324167,14405.996576088275,8.649941235891674,0.0,0.0,0.0,0.0,0.0,0.0,16022.0,16013.0,9.0
VULAS-M,CVE-2017-12631,https://github.com/apache/cxf-fediz,e7127129dbc0f4ee83985052085e185e750cebbf,apache,cxf-fediz,5937660dc2307fb1ea99f818decb73c05674b60f,43b07bed4dc0434dac7d66be4fe8c9c21f83fcf8,51a08606ffa86aac566503790b97f4cc8d045d1e,1922.1847457187462,1948.7783911581469,-26.59364543940069,-3413.7930290032077,-3432.027182619912,18.234153616704134,-3819.12241498959,-3841.12241498959,22.0,-15794.535714285714,-15634.178571428569,-160.35714285714494,-2416.0347111817687,-2174.1608373078943,-241.87387387387435,4722.526699731871,4697.526699731871,25.0,9292.75,9267.75,25.0,15565.55662691587,15544.496218195563,21.06040872030644,0.0,0.0,0.0,0.0,0.0,0.0,15084.5,15059.5,25.0
SECBENCH,,https://github.com/MISP/MISP,e74aabf924db998dccdd444109263a38caf6f39a,MISP,MISP,8e8f41ab13e574ef2b98408229dd5cf4613afb9a,cbc89b467a91c6edf25f5da924033602df6779f8,c591f75047716c463da9650d8cf6c5ba27b959ee,-46993.34819540354,-46993.34819540354,0.0,-224021.98169523178,-224021.98169523178,0.0,-414437.3567892667,-414437.3567892667,0.0,-31664.25,-31664.25,0.0,-39361.68177000529,-39361.68177000529,0.0,-67057.2832131153,-67057.2832131153,0.0,111067.0,111067.0,0.0,102245.5715135837,102245.5715135837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93296.5,93296.5,0.0
VULAS,CVE-2018-8032,https://github.com/apache/axis1-java,e7ce8a92bc02be54da102efb64c99aeee21a2106,apache,axis1-java,beeaefaf0be6fdfac60faac0a851e51f348fd210,3e6d5a6377a38ed98ee2daef07266e31fce7527e,70b94cddb7af9d0d2702f82172d5ae020d13902f,-1340.176899281597,-1349.6145248504074,9.437625568810518,-7140.456216503571,-7104.561077074601,-35.89513942897065,-12373.987786259542,-12400.847837150128,26.860050890585626,2017.3571428571431,1985.3571428571431,32.0,1611.6555378908324,1579.6555378908324,32.0,-5572.662233495721,-5575.690859233709,3.028625737987568,-9547.815789473683,-9558.592105263157,10.776315789473301,9533.140352168573,9502.033949469544,31.106402699029786,0.0,0.0,0.0,0.0,0.0,0.0,8071.0,8076.5,-5.5
SECBENCH,CVE-2017-7309,https://github.com/mantisbt/mantisbt,e881dd79df422033bbea88914fc0a717fae40358,mantisbt,mantisbt,ecef0e9b523a460709e8feedfce72f05bb30b992,1477ad1f6defbde883f3093a0e5e923051de3cd7,600dfd9b5cd73004a87b932b71d602030a1b1d0d,-55704.894925728055,-55704.894925728055,0.0,-136983.09197490645,-136983.09197490645,0.0,-244051.88669905157,-244051.88669905157,0.0,1947.1785714285725,1947.1785714285725,0.0,-3158.645998940112,-3158.645998940112,0.0,-130464.49632422361,-130464.49632422361,0.0,-157064.59210526315,-157064.59210526315,0.0,59957.585273675766,59957.585273675766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52769.0,52769.0,0.0
SECBENCH,CVE-2014-2238,https://github.com/mantisbt/mantisbt,e8bdd248213d2de9cfe1f9bd4bd9dc12b2f5fc73,mantisbt,mantisbt,622afd2d4bd40cc713d3e8ee7fa1d44fe5dfadd6,f3555c305043bcf8765c0eebe0d1166037fc6f13,813f42b7159ae5eff2edcafedaf963c96a1f7e7c,-52143.67624651879,-52133.67764650105,-9.998600017745048,-130149.41198317747,-130116.65381936735,-32.75816381012555,-227291.84922507516,-227190.97566504742,-100.87356002774322,-9762.857142857138,-9766.857142857138,4.0,-30276.087970323264,-30282.087970323264,6.0,-112786.05856275464,-112792.05856275464,6.0,-105649.18421052632,-105655.18421052632,6.0,50450.18662952605,50444.54090586563,5.645723660418298,0.0,0.0,0.0,0.0,0.0,0.0,44028.5,44022.5,6.0
SECBENCH,CVE-2016-6302,https://github.com/openssl/openssl,e97763c92c655dcf4af2860b3abd2bc4c8a267f9,openssl,openssl,652c52a602b4c88cfadb99e85ef175441b7f5d18,af5474126546b558b0e6f8be4bec4b70977e24b7,1fda5bc435ada1c70f2d3342bb9db98ac5840dc9,-292721.6034291335,-292712.801265362,-8.802163771470077,-1045922.055913098,-1045911.1365251612,-10.919387936824933,-1725638.8051353227,-1725605.1806153134,-33.62452000938356,-333933.2857142857,-333936.2857142857,3.0,-374981.6751457339,-374921.31955484895,-60.35559088498121,42149.801182878284,42145.801182878284,4.0,-70498.77631578944,-70502.77631578944,4.0,272183.7627500169,272181.8848889003,1.8778611165471375,0.0,0.0,0.0,0.0,0.0,0.0,309425.0,309421.0,4.0
VULAS-M,CVE-2017-1000387,https://github.com/jenkinsci/build-publisher-plugin,e9c1b263400e42aaa3f9fcbbd0e8b1e85c76e3a0,jenkinsci,build-publisher-plugin,969d90b5aa9462e7a654e927e24b253c56d434b7,5ca7e54e5308e09b8cd688dfae73052b941e31b5,ffbcc7263834ba0b41e7d67b8e4095528ca2122d,502.9784830640459,502.9784830640459,0.0,-403.8928801322099,-403.8928801322099,0.0,76.89868147120053,76.89868147120053,0.0,905.0,905.0,0.0,635.8378378378378,635.8378378378378,0.0,589.1099418002074,589.1099418002074,0.0,1342.0,1342.0,0.0,740.8312496634231,740.8312496634231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1144.0,1144.0,0.0
SECBENCH,,https://github.com/josh/rails,eb5033ad6b4a12a32e1493fb5b9aeee9eb75f10e,josh,rails,0ee1cb2cd32bfaf47deaf5440dd5b9cf0915ab6a,96055414d6197b9705e408c17236f79372a007e5,113de01eaf48f64d2adf9f34d699e51619af616f,1024.671791394941,1024.671791394941,0.0,7954.106577690044,7954.106577690044,0.0,4294.238121674763,4294.238121674763,0.0,16192.964285714286,16192.964285714286,0.0,15365.289613142553,15365.289613142553,0.0,-5.7031873512993725,-5.7031873512993725,0.0,-58805.94736842105,-58805.94736842105,0.0,23528.269871500117,23528.269871500117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1723.5,1723.5,0.0
SECBENCH,,https://github.com/google/google-authenticator,eb7748cded7b14b907b7ebdec0581b6bb1e7e77e,google,google-authenticator,59d1b79139b5b29d652780fce1906cb632c2eab9,d50a2fb0a3ecae087575a268ed6e0ba306fc7d7e,79a2059233095b51a61851b927f5172ce11ae6a3,2692.856192809704,2692.856192809704,0.0,-534.7689032886243,-534.7689032886243,0.0,891.1472125838537,891.1472125838537,0.0,3940.857142857143,3940.857142857143,0.0,2329.9774774774774,2329.9774774774774,0.0,5646.392330383481,5646.392330383481,0.0,5704.0,5704.0,0.0,3791.4566680837092,3791.4566680837092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5159.5,5159.5,0.0
VULAS,CVE-2017-14063,https://github.com/AsyncHttpClient/async-http-client,eb9e3347e45319be494db24d285a2aee4396f5d3,AsyncHttpClient,async-http-client,62b5a1d2307dc9be5734a9e7adb43471a1a972e2,e6c3761ebd38d0238a80467bddce68a935430d86,757fcb7e4a5b8914ef46dfcd792a888ddd8b7369,-721.8693711385173,-680.6483511822329,-41.22101995628441,-1688.4730186660584,-1628.4096331328744,-60.06338553318392,-4931.303955586399,-4886.303955586399,-45.0,7248.857142857143,7394.071428571428,-145.21428571428532,-3478.7257551669313,-3433.7257551669313,-45.0,-9458.330500971393,-9485.930078424955,27.599577453562233,-17785.0,-17734.710526315786,-50.28947368421359,12882.782376148465,12940.02500823319,-57.24263208472439,0.0,0.0,0.0,0.0,0.0,0.0,9991.5,10028.5,-37.0
SECBENCH,,https://github.com/splitbrain/dokuwiki,ebbef3b12bf9150995d42ebb1bb170b38169b443,splitbrain,dokuwiki,0265c2046291f04cccff5234f3b9d47630d77192,aa7f9e22683771188532cdf4cbf2135def705ff3,5ff2d2972e87d3652543458e85ba926117035a2b,-38697.489286005126,-38697.489286005126,0.0,-507727.1183243884,-507727.1183243884,0.0,-125972.11047883413,-125972.11047883413,0.0,-98542.21428571426,-98542.21428571426,0.0,80652.27450980393,80652.27450980393,0.0,48175.31482437258,48175.31482437258,0.0,-31758.43421052632,-31758.43421052632,0.0,134583.89510523534,134583.89510523534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113613.5,113613.5,0.0
